"vtd.key1","tract.key","party","dem.super","pop.density","income","white","poverty","black","hispanic","medianage","distance","weights"
"481410153",48141010401,"DEM",TRUE,7.75648610009445,31777,65.73,18.44,0.12,97.69,27,0.249689473139484,1
"481410156",48141010341,"DEM",TRUE,0.494390351406521,46885,79.53,18.89,1.87,89.8,27.6,0.109844630746163,1
"481410157",48141010332,"DEM",TRUE,0.168706051545452,27478,89.6,37.86,2.48,89.27,22.9,0.710639164439682,1
"481410167",48141010343,"DEM",TRUE,26.5939005125239,65000,85.92,7.46,1.83,76.67,35,0.598272874171591,1
"481430045",48143950400,"REP",FALSE,12.6114732152899,39855,89.01,25.72,1.99,11.21,34,0.729597662505697,1
"481430046",48143950500,"REP",FALSE,15.4735230893962,30697,89.02,27.37,1.37,19.62,23.1,0.842594813180733,1
"481430047",48143950500,"REP",FALSE,5.47677102817832,30697,89.02,27.37,1.37,19.62,23.1,0.507659493551618,1
"481590101",48159950200,"REP",FALSE,0.119653762812654,41154,75.53,25.46,15.86,20.31,27.7,0.487463807687368,1
"481670172",48167721900,"REP",FALSE,0.60237067625588,50986,58.72,13.14,33.98,19.56,37.6,0.368767318104756,1
"481670195",48167721100,"REP",FALSE,17.9645275671518,46063,77.31,14.4,9.45,42.66,29.5,0.6578510720084,1
"48183008A",48183000800,"REP",FALSE,2.95356308758495,39776,79.23,18.06,11.47,25.66,28.9,0.252160023778268,1
"481890102",48189950500,"REP",FALSE,1.15038698851178,33149,84.91,20.99,0.79,63.68,28.2,0.149996582572402,1
"481890307",48189950400,"REP",FALSE,11.9983402217527,34248,77.35,23.18,7.1,45.32,26.5,0.706690227102146,1
"482010220",48201252600,"REP",FALSE,1.96208161700936,38947,66.41,28.97,0.68,63.17,28.4,0.413839047736041,1
"482010251",48201252800,"DEM",TRUE,2.53387187304395,40925,54.3,11.79,40.03,13.09,29.7,0.507044729142771,1
"482010348",48201323701,"REP",FALSE,18.0102777623385,41307,81.16,18.43,1.8,39,38.6,0.671611843735895,1
"482010366",48201533801,"DEM",TRUE,8.4486049970606,42802,46.87,23.64,15.09,63.97,25.1,0.726275149061546,1
"482010373",48201212400,"DEM",TRUE,0.739539936362229,29363,56.92,22.76,2.59,89.62,30.3,0.200129663356745,1
"482010395",48201451300,"REP",FALSE,9.29613626197157,65493,70.37,8.12,20.28,12.56,42.3,0.280491677517867,1
"482010529",48201555402,"REP",FALSE,3.22321193484881,46115,86.18,11.94,7.46,17.77,38.7,0.0898607138599659,1
"482010534",48201342100,"REP",FALSE,6.15524824533301,73250,87.32,16.87,3.64,46.41,35.5,0.206837782002388,1
"482010588",48201241400,"REP",FALSE,6.51234033662492,71337,77,5.55,10.6,18.25,34.1,0.0728211279803131,1
"482010632",48201313100,"DEM",TRUE,2.82249497680557,57000,73.06,11.53,10.4,13.78,36.2,0.0977728644011664,1
"482010635",48201251402,"REP",FALSE,22.3320705623708,66683,88.19,7.85,5.78,15.33,35.7,0.514648935970106,1
"482010639",48201542700,"REP",FALSE,9.18098781379862,62834,80.81,19.39,4.71,30.54,33.2,0.409550313086771,1
"482010664",48201222900,"DEM",TRUE,16.1990174508644,45199,52.92,14.74,12.63,79.08,32.6,0.65899138411182,1
"482010673",48201342500,"REP",FALSE,11.5933088414082,70625,88.65,7.03,0.74,17.97,42.6,0.0976035171748153,1
"482010700",48201251700,"REP",FALSE,0.602041803592025,57334,90.67,10,0.17,13.21,36.5,0.0263636255090912,1
"482010767",48201232200,"REP",FALSE,2.98907050341407,68315,74.93,15.29,11.86,42.96,28.8,0.184020844961766,1
"482010769",48201233400,"DEM",TRUE,4.77935885325962,41103,69.57,11.12,7.25,80.5,39.1,0.0993434838918435,1
"482010774",48201350100,"DEM",TRUE,2.17716324004442,81109,47.39,11.52,17.46,26.28,39.7,0.142781827432845,1
"482010789",48201510600,"DEM",TRUE,0.1584056134342,84688,81.86,14.58,6,44.49,33.8,0.0748644104320328,1
"482010792",48201222900,"DEM",TRUE,3.53634524926641,45199,52.92,14.74,12.63,79.08,32.6,0.193497012353596,1
"482010811",48201212400,"DEM",TRUE,12.2375237887076,29363,56.92,22.76,2.59,89.62,30.3,0.624542702831322,1
"482010816",48201232500,"DEM",TRUE,0.846722863854155,35625,73.1,18.91,7.48,77.86,38.6,0.167448919899337,1
"482010818",48201232500,"DEM",TRUE,3.56564990954144,35625,73.1,18.91,7.48,77.86,38.6,0.239420845912809,1
"482010864",48201533702,"DEM",TRUE,4.88945534396914,40119,56.56,19.28,20.1,62.63,31.3,0.520479512326097,1
"482010871",48201311900,"DEM",TRUE,0.0438453110726369,49844,42.47,22.53,0.62,88.95,30.1,0.156236118148755,1
"482010873",48201550700,"DEM",TRUE,5.75330789056092,58864,41.31,10.38,31.6,47.63,30,0.424010277177717,1
"48213004S",48213951200,"REP",FALSE,3.81573030751336,27988,50.45,27.26,24.74,39.67,32.3,0.820485370992139,1
"482132GBS",48213950601,"REP",FALSE,2.39591445664549,30018,95.34,33.2,0,9.01,52.5,0.584208313456437,1
"482150099",48215024110,"DEM",TRUE,2.52580945203073,32721,75.12,33.13,0,97.25,22.4,0.58671733916602,1
"482150108",48215023600,"DEM",TRUE,7.54484782299842,26273,80.26,25.67,0.19,94.96,30.8,0.503205421509433,1
"482150110",48215023801,"DEM",TRUE,5.40953886785955,45526,78.75,20.93,0,94.39,26.2,0.249259926440496,1
"482150120",48215022106,"DEM",TRUE,3.31214466487581,25558,67.05,31.75,0,91.32,27.7,0.565095855065585,1
"482150127",48215021903,"DEM",TRUE,7.24290554990351,23571,88.12,18.83,0,91.39,30.9,0.243720465878522,1
"482150140",48215020901,"DEM",TRUE,0.0823601565425284,59085,84.68,18.5,0.57,63.59,35.2,0.0894094016287356,1
"482150141",48215020904,"DEM",TRUE,0.14357219806028,48570,80.35,14.66,3.03,71.59,38.7,0.0612099691647493,1
"482270014",48227950400,"REP",FALSE,3.81403858668056,24935,78.14,30.26,3.47,22.79,51.5,0.592276361277261,1
"482270022",48227950500,"REP",FALSE,14.9801733654045,33288,58.38,25.36,2.94,53.81,38.6,0.801914724626695,1
"482270034",48227950400,"REP",FALSE,3.62162170702745,24935,78.14,30.26,3.47,22.79,51.5,0.584599036437636,1
"482270035",48227950700,"REP",FALSE,4.23586773565339,30262,75.25,29.96,5.12,33.08,43.7,0.627416175982284,1
"482410004",48241950100,"REP",FALSE,0.100926396424545,35813,82.83,12.11,13.58,1.49,49.8,0.0881258916305308,1
"482470005",48247950400,"DEM",TRUE,0.154092838853728,48031,72.92,16.65,0,89.54,38,0.0663078384266722,1
"482650119",48265960500,"REP",FALSE,8.08587025460295,35439,77.15,17.44,4.53,39.64,49.9,0.295641581591163,1
"482730042",48273020200,"DEM",TRUE,0.0102216666154418,23125,85.65,33.42,2.34,89.01,36.7,0.539919555381197,1
"48277001C",48277000800,"REP",FALSE,0.0315933610631541,24542,62.37,31.85,30.05,2.55,41.5,0.883503760560634,1
"48277001D",48277000900,"REP",FALSE,1.86961452729552,55901,87.33,7.67,5.24,2.51,46.8,0.032854092803789,1
"482950308",48295950200,"REP",FALSE,0.0561718081395766,57500,71.26,19.29,1.34,39.06,40.2,0.105111134769087,1
"482950409",48295950200,"REP",FALSE,11.8754896462272,57500,71.26,19.29,1.34,39.06,40.2,0.451557291239596,1
"483030117",48303010405,"REP",FALSE,11.5538512645242,55445,79.71,10.16,1.91,35.5,35,0.161533783421951,1
"483030118",48303002203,"REP",FALSE,16.929053228507,40742,75.03,16.26,9.53,25.69,41.1,0.686364985756114,1
"483030122",48303002101,"REP",FALSE,11.0148073968549,41845,77.64,23.2,8.26,28.89,38.2,0.691861462467508,1
"483030123",48303002102,"REP",FALSE,15.8432674543075,48036,84.08,8.77,5,26.16,43.5,0.284048033123818,1
"483030126",48303001803,"REP",FALSE,17.0278181593664,38292,78.25,14.24,4.99,24.48,32,0.533551484850453,1
"483290303",48329001100,"REP",FALSE,6.91009156625613,39567,82.49,20.38,4.66,60.7,28.2,0.357250716335295,1
"483390079",48339691302,"REP",FALSE,13.865467273228,36950,76.72,17.15,9.59,17.75,45,0.604359123243373,1
"48349400A",48349970800,"REP",FALSE,14.7957660799071,38603,65.69,39.82,18.74,47.83,32.3,0.992283398978916,1
"483510022",48351950300,"DEM",TRUE,0.0753378341342137,40453,73.45,10.49,26.55,0,41.6,0.166717056337304,1
"483630024",48363000600,"REP",FALSE,7.88809805768137,39258,81.6,16.32,0.97,23.78,40.2,0.20605243069262,1
"483630025",48363000500,"REP",FALSE,6.93812131072218,29779,93.38,11.14,4.76,7.34,47.2,0.11553904020526,1
"483670300",48367140300,"REP",FALSE,5.09496554156002,41202,97.2,11.38,1.26,14.27,43,0.0712463878902402,1
"483670445",48367140101,"REP",FALSE,3.34739129867292,48107,86.12,16.85,0.81,22.24,31.5,0.116559693798352,1
"483750122",48375010100,"REP",FALSE,12.5250049351151,31219,95.3,13.97,0,10.44,47.7,0.263044113839359,1
"483750126",48375011600,"REP",FALSE,8.95533401193641,33604,75.58,31.24,9.29,21.18,39.1,0.860400384955834,1
"483750325",48375011800,"REP",FALSE,8.40140493849858,49805,91.15,10.24,0.27,19.4,38.8,0.0929179339137079,1
"483810112",48381020500,"REP",FALSE,6.44152712920763,34375,79.57,17.17,1.97,26.33,33.7,0.201536992016304,1
"483810114",48381020800,"REP",FALSE,25.2068288157783,47832,86.76,7.47,6.49,15.4,32.2,0.628612674274985,1
"483810123",48381021802,"REP",FALSE,0.225045023470508,25625,83.99,35.68,2.75,10.85,22.8,0.641943868276848,1
"483810220",48381021200,"REP",FALSE,17.2104130060594,53038,87.73,8.84,0.57,14.74,37.1,0.263940611553756,1
"483810305",48381021801,"REP",FALSE,0.0853430212052717,38087,86.57,18.34,1.76,17.09,27.7,0.094917122774011,1
"483810306",48381021802,"REP",FALSE,0.0458181851456987,25625,83.99,35.68,2.75,10.85,22.8,0.635128579243965,1
"483810418",48381021200,"REP",FALSE,11.353855493085,53038,87.73,8.84,0.57,14.74,37.1,0.120205212440441,1
"483810429",48381021102,"REP",FALSE,11.6339472673002,21399,76.75,24.11,12.28,28.19,27.3,0.795898666353792,1
"483990002",48399950600,"REP",FALSE,4.98881351840124,33892,88.42,26.69,4.54,32.27,43.4,0.521045680225042,1
"484010201",48401950700,"REP",FALSE,5.3785663985497,42328,62.15,15.23,33.36,10.32,40.5,0.630060429433066,1
"484010213",48401950200,"REP",FALSE,0.214131699597183,52682,67.62,9.57,26.25,7.08,51,0.147486156634006,1
"484010404",48401950800,"REP",FALSE,6.67389796251429,46711,61.98,12.74,29.41,16.55,43,0.512873685683116,1
"484230076",48423000300,"DEM",TRUE,2.6649062211992,34205,61.43,30.02,17.02,69.86,26.4,0.764625141591672,1
"484391061",48439123200,"DEM",TRUE,1.94777039479823,33478,60.4,24.31,18.03,46.73,31.4,0.558376696397994,1
"484391245",48439123200,"DEM",TRUE,1.76986482841814,33478,60.4,24.31,18.03,46.73,31.4,0.551136972109895,1
"484391478",48439104802,"REP",FALSE,16.6255699399859,30217,75.18,30.15,7.77,56.29,24.6,0.942366813122819,1
"484392262",48439111405,"REP",FALSE,0.51168674826533,40662,91.54,26.4,0,5.58,41.4,0.260179683930348,1
"484392614",48439111314,"REP",FALSE,0.905744677622211,98250,67.12,6.39,19.73,8.73,32.6,0.0666272631574602,1
"484393442",48439113114,"DEM",TRUE,1.03673229575532,48378,62.19,6.98,22.93,8.49,29.8,0.0926980159324706,1
"484394046",48439114204,"REP",FALSE,6.53638094236192,57083,96.76,14.69,1.25,3.76,42.2,0.140896022266328,1
"484410102",48441011500,"REP",FALSE,8.14318387387626,40069,84.93,19.35,6.78,17.58,37.6,0.404810112744927,1
"484410103",48441011400,"REP",FALSE,14.2729964679529,37229,83.89,12.07,7.64,16.58,41.4,0.386851642994035,1
"484410104",48441012600,"REP",FALSE,11.3657421900027,78298,95.45,4.45,0.67,3.38,47.8,0.0644823870869344,1
"484410402",48441010100,"REP",FALSE,6.52214790269082,31116,85.31,28.35,4.24,9.21,21.4,0.640227988040328,1
"484410406",48441010900,"REP",FALSE,0.798874947868951,26114,69.06,29.63,18.42,16,30.1,0.714178772534048,1
"4844501-7",48445950400,"REP",FALSE,8.04769686286338,41507,83.44,11.89,2.03,48.49,42.3,0.125431581673435,1
"484510146",48451000300,"REP",FALSE,4.68020624504697,43651,83.23,21.6,2.04,43.19,32,0.276586908709177,1
"484510350",48451001101,"REP",FALSE,13.0417855723068,48429,87.87,10.26,3.06,30.59,34.5,0.214448418354332,1
"484510442",48451001303,"REP",FALSE,11.5642254009483,50193,82.58,8.06,0.85,22.3,33.4,0.113269354451041,1
"484530156",48453001812,"DEM",TRUE,16.8839193611581,25850,57.48,42.13,20.1,67.16,26.8,0.996561689036562,1
"484530239",48453001501,"DEM",TRUE,12.7981271666359,73523,95.34,7.51,0.86,10.84,41.1,0.125577518448355,1
"484530241",48453001505,"DEM",TRUE,16.8556072366376,46855,89.99,11.65,0.42,19.43,36.9,0.342679451213465,1
"484530242",48453001504,"DEM",TRUE,11.0548858547197,58964,82.48,7.94,2.51,14.03,40.2,0.115657119933904,1
"484530273",48453000204,"DEM",TRUE,8.06279207497595,53472,83.63,17.34,4.18,5.12,32.1,0.286099368326581,1
"484530279",48453001722,"DEM",TRUE,8.90037484536502,41638,78.17,9.95,2.75,13.14,29.6,0.113725139890262,1
"484530342",48453001901,"DEM",TRUE,10.2997384445592,57476,93.75,4.74,1.7,13.54,36.5,0.0614533974694333,1
"484530412",48453001750,"DEM",TRUE,11.6028346230639,54201,71.81,13.91,1.18,37.4,28.4,0.249413424517275,1
"484530455",48453001713,"DEM",TRUE,20.2934999336408,41719,71.63,10.67,1.71,32.29,39.8,0.464662561760901,1
"484730312",48473680300,"REP",FALSE,0.226780762874578,45533,44.87,23.53,42.87,17.42,40.2,0.848100383756733,1
"48475004E",48475950300,"REP",FALSE,0.279230098991991,35964,78.94,24.1,0.89,64.33,30.3,0.201163971228675,1
"484770104",48477170100,"DEM",TRUE,4.92939975466302,36489,59.46,14.53,35.08,15.8,44.6,0.61747736948049,1
"484770115",48477170100,"REP",FALSE,0.177537606310813,36489,59.46,14.53,35.08,15.8,44.6,0.424569661516808,1
"484770116",48477170300,"DEM",TRUE,0.863676829349176,43636,78.42,21.39,16.95,16.38,43.1,0.380418579241719,1
"484770124",48477170300,"REP",FALSE,20.4584764551519,43636,78.42,21.39,16.95,16.38,43.1,0.939379375923806,1
"484770205",48477170300,"REP",FALSE,4.71798599483899,43636,78.42,21.39,16.95,16.38,43.1,0.536745557221244,1
"484770423",48477170300,"REP",FALSE,6.23962795231816,43636,78.42,21.39,16.95,16.38,43.1,0.598194302334584,1
"484770425",48477170300,"REP",FALSE,9.49138991357893,43636,78.42,21.39,16.95,16.38,43.1,0.717824019177495,1
"484790227",48479001810,"DEM",TRUE,0.0515270654686259,41000,77.15,24.6,0,95.99,26.1,0.196973189244191,1
"484790237",48479001815,"DEM",TRUE,0.00887859350574646,28654,86.18,32.22,0,96.07,21.3,0.448165970534314,1
"484790238",48479001710,"DEM",TRUE,0.00305346511557236,46291,76.02,17.64,0,92.64,36.6,0.0749335487587264,1
"484790250",48479001816,"DEM",TRUE,0.461033143560762,39956,78.38,18.73,0,97.56,28.7,0.0940169354319805,1
"484790458",48479001715,"DEM",TRUE,8.49294308849494,49221,88.01,14.35,0,96.35,27.3,0.163220767479259,1
"484810201",48481740100,"REP",FALSE,0.102416111955049,47022,79.35,9.91,12.29,19.82,47.6,0.0582807903645093,1
"484810202",48481740100,"DEM",TRUE,0.0553600073085966,47022,79.35,9.91,12.29,19.82,47.6,0.0578567408529366,1
"4849902-3",48499950700,"REP",FALSE,0.190572692226281,41203,92.86,18.67,0.66,9.91,47.9,0.0936961930500062,1
"48505001A",48505950400,"DEM",TRUE,0.0216757896261447,24615,87.62,29.94,0,89.09,31.4,0.362089619718563,1
"48505001B",48505950400,"DEM",TRUE,0.00775996830775685,24615,87.62,29.94,0,89.09,31.4,0.361560215106651,1
"485070002",48507950302,"DEM",TRUE,2.15259099200558,23922,67.66,33.12,0,93,37.1,0.571345068514174,1
