"tract.key","county","cntyname","vtdname","pop10","afact","state"
"48041000202","48041","Brazos TX","Vtng Dist 0043","1175","1 ","48"
"48041000101","48041","Brazos TX","Vtng Dist 0044","229","1 ","48"
"48073950100","48073","Cherokee TX","Vtng Dist 0045","1966","1 ","48"
"48039660300","48039","Brazoria TX","Vtng Dist 0046","3566","1 ","48"
"48039660900","48039","Brazoria TX","Vtng Dist 0047","1555","1 ","48"
"48073950100","48073","Cherokee TX","Vtng Dist 0048","828","1 ","48"
"48039662000","48039","Brazoria TX","Vtng Dist 0049","1401","1 ","48"
"48039660602","48039","Brazoria TX","Vtng Dist 0050","9948","1 ","48"
"48039660100","48039","Brazoria TX","Vtng Dist 0051","4523","1 ","48"
"48041000603","48041","Brazos TX","Vtng Dist 0052","186","1 ","48"
"48041000700","48041","Brazos TX","Vtng Dist 0054","714","1 ","48"
"48041000700","48041","Brazos TX","Vtng Dist 0055","126","1 ","48"
"48339692100","48339","Montgomery TX","Vtng Dist 0056","8450","1 ","48"
"48039661800","48039","Brazoria TX","Vtng Dist 0057","1438","1 ","48"
"48085031632","48085","Collin TX","Vtng Dist 0058","5346","1 ","48"
"48039660602","48039","Brazoria TX","Vtng Dist 0059","9997","1 ","48"
"48039660702","48039","Brazoria TX","Vtng Dist 0060","3648","1 ","48"
"48085031312","48085","Collin TX","Vtng Dist 0061","2142","1 ","48"
"48041002014","48041","Brazos TX","Vtng Dist 0062","375","1 ","48"
"48039660701","48039","Brazoria TX","480390063","5558","0.995 ","48"
"48041000202","48041","Brazos TX","Vtng Dist 0064","26","1 ","48"
"48039660601","48039","Brazoria TX","Vtng Dist 0065","2607","1 ","48"
"48039660801","48039","Brazoria TX","480390067","3885","0.807 ","48"
"48039660200","48039","Brazoria TX","480390068","4103","0.947 ","48"
"48039661000","48039","Brazoria TX","480390071","432","0.971 ","48"
"48039661000","48039","Brazoria TX","480390072","81","1 ","48"
"48039662100","48039","Brazoria TX","480390074","1137","0.911 ","48"
"48039660702","48039","Brazoria TX","480390075","821","1 ","48"
"48039660601","48039","Brazoria TX","480390076","4281","1 ","48"
"48039660900","48039","Brazoria TX","480390077","2106","0.802 ","48"
"48041000800","48041","Brazos TX","480410013","2966","0.765 ","48"
"48041000101","48041","Brazos TX","480410026","2160","0.495 ","48"
"48041000202","48041","Brazos TX","480410029","491","0.875 ","48"
"48041002013","48041","Brazos TX","48041002A","3820","0.604 ","48"
"48041002013","48041","Brazos TX","48041002B","623","1 ","48"
"48041002014","48041","Brazos TX","48041002C","80","1 ","48"
"48041000300","48041","Brazos TX","480410030","5201","1 ","48"
"48041002009","48041","Brazos TX","480410041","4303","0.869 ","48"
"48041000300","48041","Brazos TX","480410045","1100","0.667 ","48"
"48041000500","48041","Brazos TX","48041004C","176","1 ","48"
"48041000700","48041","Brazos TX","480410053","414","1 ","48"
"48041000101","48041","Brazos TX","48041005A","1769","1 ","48"
"48041000103","48041","Brazos TX","48041005B","487","0.516 ","48"
"48041000202","48041","Brazos TX","480410067","787","1 ","48"
"48041000202","48041","Brazos TX","480410072","53","1 ","48"
"48041000202","48041","Brazos TX","Vtng Dist 0077","1313","1 ","48"
"48041000101","48041","Brazos TX","Vtng Dist 0078","345","1 ","48"
"48041000202","48041","Brazos TX","480410079","80","1 ","48"
"48041000101","48041","Brazos TX","48041007A","1182","0.654 ","48"
"48041000102","48041","Brazos TX","48041007B","1712","1 ","48"
"48041002008","48041","Brazos TX","480410080","5813","0.459 ","48"
"48041000101","48041","Brazos TX","Vtng Dist 0081","85","1 ","48"
"48041002011","48041","Brazos TX","Vtng Dist 0082","305","1 ","48"
"48041002013","48041","Brazos TX","480410084","5","1 ","48"
"48041001701","48041","Brazos TX","48041010A","5762","1 ","48"
"48041001702","48041","Brazos TX","48041010B","2612","1 ","48"
"48041000500","48041","Brazos TX","Vtng Dist 018A","521","0.944 ","48"
"48041000500","48041","Brazos TX","48041018B","373","1 ","48"
"48041000500","48041","Brazos TX","Vtng Dist 018C","293","1 ","48"
"48041000102","48041","Brazos TX","48041027A","1460","0.63 ","48"
"48041000102","48041","Brazos TX","48041027B","34","1 ","48"
"48041002002","48041","Brazos TX","48041028A","32","0.821 ","48"
"48041002010","48041","Brazos TX","48041028B","467","1 ","48"
"48041002014","48041","Brazos TX","48041035A","808","1 ","48"
"48041002012","48041","Brazos TX","48041035B","5233","0.58 ","48"
"48041002002","48041","Brazos TX","Vtng Dist 063A","3562","0.622 ","48"
"48041000102","48041","Brazos TX","Vtng Dist 063B","215","1 ","48"
"48041000202","48041","Brazos TX","48041070A","973","0.992 ","48"
"48041000202","48041","Brazos TX","48041070B","8","1 ","48"
"48043950500","48043","Brewster TX","480430007","247","1 ","48"
"48201551200","48201","Harris TX","Vtng Dist 0113","4297","1 ","48"
"48049950100","48049","Brown TX","Vtng Dist 0212","998","0.999 ","48"
"48189950800","48189","Hale TX","Vtng Dist 0214","1350","1 ","48"
"48049950200","48049","Brown TX","Vtng Dist 0215","342","1 ","48"
"48331950500","48331","Milam TX","Vtng Dist 0316","916","1 ","48"
"48049951200","48049","Brown TX","480490318","2224","0.87 ","48"
"48201241500","48201","Harris TX","Vtng Dist 0410","1966","1 ","48"
"48121020309","48121","Denton TX","Vtng Dist 0411","3853","0.51 ","48"
"48051970200","48051","Burleson TX","480510113","954","0.781 ","48"
"48051970300","48051","Burleson TX","480510114","1672","0.516 ","48"
"48051970300","48051","Burleson TX","480510202","423","0.926 ","48"
"48051970100","48051","Burleson TX","480510203","503","0.96 ","48"
"48051970100","48051","Burleson TX","480510204","249","0.583 ","48"
"48051970400","48051","Burleson TX","480510207","711","1 ","48"
"48051970400","48051","Burleson TX","480510211","1433","1 ","48"
"48051970400","48051","Burleson TX","480510215","756","1 ","48"
"48051970300","48051","Burleson TX","480510301","2184","0.952 ","48"
"48051970200","48051","Burleson TX","480510305","768","1 ","48"
"48051970100","48051","Burleson TX","480510308","500","0.909 ","48"
"48051970200","48051","Burleson TX","480510309","780","0.822 ","48"
"48051970500","48051","Burleson TX","480510406","1568","0.95 ","48"
"48051970500","48051","Burleson TX","480510410","1980","1 ","48"
"48051970400","48051","Burleson TX","480510412","225","1 ","48"
"48055960300","48055","Caldwell TX","480550100","768","0.987 ","48"
"48055960102","48055","Caldwell TX","480550207","1053","1 ","48"
"48055960500","48055","Caldwell TX","480550305","1378","1 ","48"
"48055960400","48055","Caldwell TX","480550400","467","1 ","48"
"48055960101","48055","Caldwell TX","480550404","1578","0.842 ","48"
"48055960102","48055","Caldwell TX","480550405","855","1 ","48"
"48055960200","48055","Caldwell TX","480550406","152","1 ","48"
"48085031627","48085","Collin TX","Vtng Dist 0053","2767","1 ","48"
"48085031613","48085","Collin TX","Vtng Dist 0063","2398","1 ","48"
"48085031629","48085","Collin TX","Vtng Dist 0066","3505","1 ","48"
"48061012301","48061","Cameron TX","Vtng Dist 0067","4129","1 ","48"
"48085032004","48085","Collin TX","Vtng Dist 0068","3524","1 ","48"
"48061014300","48061","Cameron TX","480610069","1671","0.359 ","48"
"48061013901","48061","Cameron TX","480610070","2065","0.827 ","48"
"48061013205","48061","Cameron TX","480610071","2809","0.363 ","48"
"48061014500","48061","Cameron TX","480610072","7801","0.817 ","48"
"48061012613","48061","Cameron TX","480610073","5192","0.773 ","48"
"48061012609","48061","Cameron TX","480610074","7507","0.762 ","48"
"48061012507","48061","Cameron TX","480610075","2857","1 ","48"
"48061013104","48061","Cameron TX","480610076","1900","0.433 ","48"
"48061013308","48061","Cameron TX","480610077","3530","0.39 ","48"
"48061010601","48061","Cameron TX","480610078","5796","0.983 ","48"
"48061011801","48061","Cameron TX","480610079","3592","0.579 ","48"
"48061010402","48061","Cameron TX","480610080","6683","0.843 ","48"
"48061010100","48061","Cameron TX","480610081","3564","1 ","48"
"48061013207","48061","Cameron TX","480610082","3635","0.522 ","48"
"48061012304","48061","Cameron TX","480610083","2220","1 ","48"
"48061010203","48061","Cameron TX","480610084","1762","0.541 ","48"
"48061012002","48061","Cameron TX","480610085","1328","1 ","48"
"48061012608","48061","Cameron TX","480610086","1920","0.605 ","48"
"48061010203","48061","Cameron TX","480610087","3234","0.848 ","48"
"48061012101","48061","Cameron TX","480610088","16","0.842 ","48"
"48061012101","48061","Cameron TX","480610089","229","1 ","48"
"48061012101","48061","Cameron TX","480610090","283","0.552 ","48"
"48061012101","48061","Cameron TX","480610091","1084","1 ","48"
"48061012002","48061","Cameron TX","480610092","64","0.762 ","48"
"48061012002","48061","Cameron TX","480610093","239","1 ","48"
"48061012002","48061","Cameron TX","480610094","424","1 ","48"
"48061010800","48061","Cameron TX","48061034B","17","1 ","48"
"48063950101","48063","Camp TX","480631001","1891","0.603 ","48"
"48067950600","48067","Cass TX","480670001","4800","0.992 ","48"
"48067950700","48067","Cass TX","480670007","3578","1 ","48"
"48067950300","48067","Cass TX","480670014","1634","0.506 ","48"
"48067950100","48067","Cass TX","480670015","451","0.636 ","48"
"48067950400","48067","Cass TX","480670017","3085","0.626 ","48"
"48067950400","48067","Cass TX","48067013T","1979","0.711 ","48"
"48067950500","48067","Cass TX","48067020E","288","1 ","48"
"48069950200","48069","Castro TX","480690109","215","0.805 ","48"
"48083950300","48083","Coleman TX","480830001","1329","0.641 ","48"
"48083950300","48083","Coleman TX","Vtng Dist 002E","663","0.917 ","48"
"48085031636","48085","Collin TX","Vtng Dist 0069","4884","1 ","48"
"48085031626","48085","Collin TX","Vtng Dist 0070","2380","1 ","48"
"48085031625","48085","Collin TX","Vtng Dist 0071","2246","1 ","48"
"48085031623","48085","Collin TX","Vtng Dist 0072","2786","1 ","48"
"48141002500","48141","El Paso TX","Vtng Dist 0073","2274","1 ","48"
"48201551800","48201","Harris TX","Vtng Dist 0074","4381","1 ","48"
"48085031649","48085","Collin TX","Vtng Dist 0075","2184","1 ","48"
"48141003300","48141","El Paso TX","Vtng Dist 0076","2150","1 ","48"
"48141003200","48141","El Paso TX","Vtng Dist 0079","902","1 ","48"
"48085031410","48085","Collin TX","Vtng Dist 0080","5065","1 ","48"
"48085031310","48085","Collin TX","Vtng Dist 0083","7241","1 ","48"
"48085031704","48085","Collin TX","Vtng Dist 0084","3825","1 ","48"
"48215023102","48215","Hidalgo TX","Vtng Dist 0085","4425","1 ","48"
"48085031653","48085","Collin TX","Vtng Dist 0086","4175","1 ","48"
"48245000200","48245","Jefferson TX","Vtng Dist 0087","2155","1 ","48"
"48085031714","48085","Collin TX","Vtng Dist 0088","4161","1 ","48"
"48201412500","48201","Harris TX","Vtng Dist 0089","1707","1 ","48"
"48085031648","48085","Collin TX","Vtng Dist 0090","4053","1 ","48"
"48245011500","48245","Jefferson TX","Vtng Dist 0091","778","1 ","48"
"48085030408","48085","Collin TX","Vtng Dist 0092","4869","1 ","48"
"48085030100","48085","Collin TX","Vtng Dist 0093","449","1 ","48"
"48141004303","48141","El Paso TX","Vtng Dist 0094","4470","1 ","48"
"48245007002","48245","Jefferson TX","Vtng Dist 0095","988","1 ","48"
"48141004318","48141","El Paso TX","Vtng Dist 0096","2605","1 ","48"
"48085030601","48085","Collin TX","Vtng Dist 0097","1549","1 ","48"
"48085030900","48085","Collin TX","Vtng Dist 0098","2135","1 ","48"
"48085030802","48085","Collin TX","Vtng Dist 0099","1610","1 ","48"
"48085031001","48085","Collin TX","Vtng Dist 0100","48","1 ","48"
"48099010102","48099","Coryell TX","Vtng Dist 0111","321","1 ","48"
"48201554102","48201","Harris TX","Vtng Dist 0112","4648","1 ","48"
"48451001400","48451","Tom Green TX","Vtng Dist 0114","1859","1 ","48"
"48139060300","48139","Ellis TX","Vtng Dist 0115","327","1 ","48"
"48085031646","48085","Collin TX","Vtng Dist 0116","5598","1 ","48"
"48201520500","48201","Harris TX","Vtng Dist 0117","6392","1 ","48"
"48085030508","48085","Collin TX","Vtng Dist 0118","6130","1 ","48"
"48085031637","48085","Collin TX","Vtng Dist 0119","6952","1 ","48"
"48085031405","48085","Collin TX","Vtng Dist 0120","8142","1 ","48"
"48355003401","48355","Nueces TX","Vtng Dist 0121","2824","1 ","48"
"48085030531","48085","Collin TX","Vtng Dist 0122","5663","1 ","48"
"48085031647","48085","Collin TX","Vtng Dist 0123","3038","1 ","48"
"48085031652","48085","Collin TX","Vtng Dist 0124","5505","1 ","48"
"48141003702","48141","El Paso TX","Vtng Dist 0125","4207","1 ","48"
"48201555600","48201","Harris TX","Vtng Dist 0126","4370","1 ","48"
"48085030404","48085","Collin TX","480850127","5554","1 ","48"
"48085031407","48085","Collin TX","480850128","4223","0.843 ","48"
"48085030601","48085","Collin TX","480850129","3637","1 ","48"
"48085031505","48085","Collin TX","480850130","8093","1 ","48"
"48085030528","48085","Collin TX","480850131","7405","0.992 ","48"
"48085031711","48085","Collin TX","480850132","3066","0.783 ","48"
"48085031309","48085","Collin TX","480850133","4387","0.993 ","48"
"48085030520","48085","Collin TX","480850134","4454","0.339 ","48"
"48085031639","48085","Collin TX","480850135","6053","0.999 ","48"
"48085031708","48085","Collin TX","480850136","2719","1 ","48"
"48085031648","48085","Collin TX","480850137","2827","1 ","48"
"48085031802","48085","Collin TX","480850138","1467","1 ","48"
"48085031640","48085","Collin TX","480850139","7693","1 ","48"
"48085030525","48085","Collin TX","480850140","5427","0.525 ","48"
"48085031312","48085","Collin TX","480850141","3801","1 ","48"
"48085031709","48085","Collin TX","480850142","4504","1 ","48"
"48085031649","48085","Collin TX","480850143","2282","1 ","48"
"48085031317","48085","Collin TX","480850144","3881","1 ","48"
"48085031408","48085","Collin TX","480850145","2207","1 ","48"
"48085030511","48085","Collin TX","480850146","4163","0.597 ","48"
"48085031508","48085","Collin TX","480850147","2950","1 ","48"
"48085031411","48085","Collin TX","480850148","97","1 ","48"
"48085030527","48085","Collin TX","480850149","3740","0.983 ","48"
"48085030202","48085","Collin TX","480850150","539","1 ","48"
"48085031411","48085","Collin TX","480850151","2232","1 ","48"
"48085031900","48085","Collin TX","480850152","1174","1 ","48"
"48085031317","48085","Collin TX","480850153","3814","1 ","48"
"48085031506","48085","Collin TX","480850154","434","1 ","48"
"48085030526","48085","Collin TX","480850155","3367","1 ","48"
"48085030514","48085","Collin TX","480850156","6651","1 ","48"
"48085031405","48085","Collin TX","480850157","6145","1 ","48"
"48085031409","48085","Collin TX","480850158","2654","1 ","48"
"48085031315","48085","Collin TX","480850159","8349","1 ","48"
"48085031001","48085","Collin TX","480850160","12","1 ","48"
"48085031001","48085","Collin TX","480850161","10","1 ","48"
"48085030523","48085","Collin TX","480850163","5901","0.548 ","48"
"48085031804","48085","Collin TX","480850164","467","1 ","48"
"48085031313","48085","Collin TX","480850165","645","0.689 ","48"
"48085031315","48085","Collin TX","480850166","4583","0.995 ","48"
"48085031662","48085","Collin TX","480850167","4599","0.644 ","48"
"48085031406","48085","Collin TX","480850168","2329","1 ","48"
"48085030516","48085","Collin TX","480850169","3837","1 ","48"
"48085031311","48085","Collin TX","480850170","2466","1 ","48"
"48085031507","48085","Collin TX","480850171","4391","0.622 ","48"
"48085030203","48085","Collin TX","480850172","4570","1 ","48"
"48085030529","48085","Collin TX","480850173","2195","0.741 ","48"
"48085031309","48085","Collin TX","480850174","4984","0.794 ","48"
"48085031315","48085","Collin TX","480850175","3792","1 ","48"
"48085031658","48085","Collin TX","480850176","3868","0.753 ","48"
"48085030505","48085","Collin TX","480850177","2824","0.511 ","48"
"48085030303","48085","Collin TX","480850178","4642","0.756 ","48"
"48085031407","48085","Collin TX","480850179","2622","0.531 ","48"
"48089750500","48089","Colorado TX","480890101","3490","0.948 ","48"
"48089750200","48089","Colorado TX","480890102","490","1 ","48"
"48089750200","48089","Colorado TX","480890103","983","1 ","48"
"48089750300","48089","Colorado TX","480890201","4190","0.973 ","48"
"48089750200","48089","Colorado TX","480890202","530","0.579 ","48"
"48089750400","48089","Colorado TX","480890301","1265","1 ","48"
"48089750400","48089","Colorado TX","480890302","1051","1 ","48"
"48089750400","48089","Colorado TX","480890303","623","1 ","48"
"48089750400","48089","Colorado TX","480890304","371","1 ","48"
"48089750400","48089","Colorado TX","480890305","1717","0.752 ","48"
"48089750500","48089","Colorado TX","480890401","197","0.553 ","48"
"48089750100","48089","Colorado TX","480890402","4546","1 ","48"
"48091310300","48091","Comal TX","480910101","5228","0.989 ","48"
"48091310901","48091","Comal TX","480910103","3412","0.997 ","48"
"48091310607","48091","Comal TX","480910104","2339","0.976 ","48"
"48091310604","48091","Comal TX","480910105","2664","0.572 ","48"
"48091310608","48091","Comal TX","480910106","3426","0.818 ","48"
"48091310702","48091","Comal TX","480910107","3926","0.522 ","48"
"48091310403","48091","Comal TX","480910201","3945","0.566 ","48"
"48091310802","48091","Comal TX","480910202","2096","1 ","48"
"48091310701","48091","Comal TX","480910203","2462","0.658 ","48"
"48091310704","48091","Comal TX","480910204","5690","0.926 ","48"
"48091310801","48091","Comal TX","480910205","4949","0.85 ","48"
"48091310701","48091","Comal TX","480910206","3180","0.658 ","48"
"48091310401","48091","Comal TX","480910301","4582","0.576 ","48"
"48091310100","48091","Comal TX","480910302","2895","0.553 ","48"
"48091310200","48091","Comal TX","480910303","1461","1 ","48"
"48091310501","48091","Comal TX","480910304","2231","0.491 ","48"
"48091310300","48091","Comal TX","480910401","1385","0.558 ","48"
"48091310606","48091","Comal TX","480910402","3634","0.591 ","48"
"48091310603","48091","Comal TX","480910403","2169","0.475 ","48"
"48091310902","48091","Comal TX","480910404","5759","0.562 ","48"
"48091310605","48091","Comal TX","480910405","3294","0.718 ","48"
"48091310503","48091","Comal TX","480910406","2952","0.708 ","48"
"48095950300","48095","Concho TX","480950101","428","1 ","48"
"48095950300","48095","Concho TX","480950102","181","1 ","48"
"48095950300","48095","Concho TX","480950203","164","1 ","48"
"48095950300","48095","Concho TX","480950204","207","1 ","48"
"48095950300","48095","Concho TX","480950205","205","1 ","48"
"48095950300","48095","Concho TX","480950306","2204","1 ","48"
"48095950300","48095","Concho TX","480950407","224","1 ","48"
"48095950300","48095","Concho TX","480950408","474","1 ","48"
"48099010604","48099","Coryell TX","480990122","4853","0.876 ","48"
"48099010101","48099","Coryell TX","Vtng Dist 0213","724","1 ","48"
"48121021519","48121","Denton TX","Vtng Dist 0219","3214","0.82 ","48"
"48099010803","48099","Coryell TX","480990221","2184","0.512 ","48"
"48099010101","48099","Coryell TX","Vtng Dist 0315","1170","1 ","48"
"48231960700","48231","Hunt TX","Vtng Dist 0320","2572","1 ","48"
"48101950100","48101","Cottle TX","481010101","330","1 ","48"
"48101950100","48101","Cottle TX","481010102","37","1 ","48"
"48101950100","48101","Cottle TX","481010201","388","1 ","48"
"48101950100","48101","Cottle TX","481010301","334","1 ","48"
"48101950100","48101","Cottle TX","481010401","416","1 ","48"
"48109950300","48109","Culberson TX","481090004","563","1 ","48"
"48109950300","48109","Culberson TX","Vtng Dist 03-3","80","1 ","48"
"48109950300","48109","Culberson TX","Vtng Dist 03-5","586","1 ","48"
"48113009701","48113","Dallas TX","Vtng Dist 1103","1896","1 ","48"
"48113009609","48113","Dallas TX","Vtng Dist 1114","2880","1 ","48"
"48113013500","48113","Dallas TX","Vtng Dist 1115","2459","1 ","48"
"48113009702","48113","Dallas TX","Vtng Dist 1117","3060","1 ","48"
"48113009500","48113","Dallas TX","Vtng Dist 1118","2247","1 ","48"
"48113007601","48113","Dallas TX","Vtng Dist 1119","1897","1 ","48"
"48113007804","48113","Dallas TX","Vtng Dist 1120","5005","0.998 ","48"
"48113007810","48113","Dallas TX","Vtng Dist 1121","2305","1 ","48"
"48113009804","48113","Dallas TX","Vtng Dist 1122","7418","0.735 ","48"
"48113007805","48113","Dallas TX","Vtng Dist 1123","3261","1 ","48"
"48113007812","48113","Dallas TX","Vtng Dist 1124","1919","1 ","48"
"48113009802","48113","Dallas TX","Vtng Dist 1125","4627","1 ","48"
"48113007812","48113","Dallas TX","Vtng Dist 1126","468","1 ","48"
"48113009401","48113","Dallas TX","Vtng Dist 1128","1000","1 ","48"
"48113009401","48113","Dallas TX","Vtng Dist 1129","662","0.827 ","48"
"48113009402","48113","Dallas TX","Vtng Dist 1130","2244","1 ","48"
"48113020600","48113","Dallas TX","Vtng Dist 1131","1443","0.997 ","48"
"48113020600","48113","Dallas TX","Vtng Dist 1132","1019","1 ","48"
"48439105600","48439","Tarrant TX","Vtng Dist 1133","2737","1 ","48"
"48113009604","48113","Dallas TX","Vtng Dist 1134","4807","1 ","48"
"48113013200","48113","Dallas TX","Vtng Dist 1135","3787","1 ","48"
"48113013200","48113","Dallas TX","Vtng Dist 1136","2411","1 ","48"
"48113013400","48113","Dallas TX","Vtng Dist 1137","1103","0.525 ","48"
"48113013300","48113","Dallas TX","Vtng Dist 1138","1987","1 ","48"
"48113007815","48113","Dallas TX","Vtng Dist 1139","4606","1 ","48"
"48113013101","48113","Dallas TX","Vtng Dist 1140","2190","0.646 ","48"
"48113007604","48113","Dallas TX","Vtng Dist 1141","3261","1 ","48"
"48439105502","48439","Tarrant TX","Vtng Dist 1142","1857","1 ","48"
"48113013105","48113","Dallas TX","Vtng Dist 1143","4926","0.871 ","48"
"48113007821","48113","Dallas TX","Vtng Dist 1144","4446","1 ","48"
"48113013104","48113","Dallas TX","Vtng Dist 1145","887","0.585 ","48"
"48113007700","48113","Dallas TX","Vtng Dist 1146","2579","1 ","48"
"48113007700","48113","Dallas TX","Vtng Dist 1147","2557","1 ","48"
"48113007801","48113","Dallas TX","Vtng Dist 1148","2088","0.879 ","48"
"48113014001","48113","Dallas TX","Vtng Dist 1151","2","1 ","48"
"48113000500","48113","Dallas TX","Vtng Dist 1200","518","1 ","48"
"48113007302","48113","Dallas TX","Vtng Dist 1201","4138","1 ","48"
"48113000701","48113","Dallas TX","Vtng Dist 1203","4048","1 ","48"
"48113000800","48113","Dallas TX","Vtng Dist 1204","6355","0.951 ","48"
"48113007301","48113","Dallas TX","Vtng Dist 1205","1926","1 ","48"
"48439110906","48439","Tarrant TX","Vtng Dist 1206","3897","1 ","48"
"48439105503","48439","Tarrant TX","Vtng Dist 1207","2968","1 ","48"
"48113019301","48113","Dallas TX","Vtng Dist 1208","2942","0.773 ","48"
"48113007906","48113","Dallas TX","Vtng Dist 1209","2454","1 ","48"
"48439106300","48439","Tarrant TX","Vtng Dist 1211","3001","1 ","48"
"48113000900","48113","Dallas TX","Vtng Dist 1212","4437","1 ","48"
"48113007101","48113","Dallas TX","Vtng Dist 1214","1854","1 ","48"
"48113019502","48113","Dallas TX","Vtng Dist 1215","3724","1 ","48"
"48113019302","48113","Dallas TX","Vtng Dist 1217","3070","0.654 ","48"
"48113019302","48113","Dallas TX","Vtng Dist 1218","2145","1 ","48"
"48113007914","48113","Dallas TX","Vtng Dist 1219","2363","1 ","48"
"48113001002","48113","Dallas TX","Vtng Dist 1221","2115","0.898 ","48"
"48113019800","48113","Dallas TX","Vtng Dist 1222","2113","1 ","48"
"48113001001","48113","Dallas TX","481131223","1602","0.802 ","48"
"48113001101","48113","Dallas TX","Vtng Dist 1224","3117","1 ","48"
"48113019800","48113","Dallas TX","Vtng Dist 1225","2115","1 ","48"
"48113019600","48113","Dallas TX","Vtng Dist 1227","1066","0.571 ","48"
"48113000702","48113","Dallas TX","Vtng Dist 1228","2758","1 ","48"
"48113000300","48113","Dallas TX","Vtng Dist 1229","4080","1 ","48"
"48113000202","48113","Dallas TX","Vtng Dist 1230","3409","1 ","48"
"48113000201","48113","Dallas TX","Vtng Dist 1231","2027","1 ","48"
"48113000603","48113","Dallas TX","Vtng Dist 1233","1878","0.481 ","48"
"48113000606","48113","Dallas TX","Vtng Dist 1234","1348","0.576 ","48"
"48113001102","48113","Dallas TX","Vtng Dist 1235","2284","1 ","48"
"48113001400","48113","Dallas TX","Vtng Dist 1236","165","1 ","48"
"48113000605","48113","Dallas TX","Vtng Dist 1237","718","1 ","48"
"48113001600","48113","Dallas TX","Vtng Dist 1238","361","1 ","48"
"48113000606","48113","Dallas TX","Vtng Dist 1239","7","1 ","48"
"48113000606","48113","Dallas TX","Vtng Dist 1240","1","1 ","48"
"48113019800","48113","Dallas TX","481131243","24","1 ","48"
"48113014002","48113","Dallas TX","Vtng Dist 1400","175","1 ","48"
"48113020700","48113","Dallas TX","Vtng Dist 1401","4857","1 ","48"
"48113013720","48113","Dallas TX","Vtng Dist 1404","4270","1 ","48"
"48113013721","48113","Dallas TX","Vtng Dist 1405","3973","0.824 ","48"
"48113013716","48113","Dallas TX","Vtng Dist 1407","4452","0.59 ","48"
"48113013725","48113","Dallas TX","Vtng Dist 1411","3615","0.956 ","48"
"48113013711","48113","Dallas TX","Vtng Dist 1500","2867","0.554 ","48"
"48113013803","48113","Dallas TX","Vtng Dist 1501","2961","1 ","48"
"48113013901","48113","Dallas TX","Vtng Dist 1502","3298","0.958 ","48"
"48113013902","48113","Dallas TX","Vtng Dist 1503","4184","1 ","48"
"48113014001","48113","Dallas TX","Vtng Dist 1504","152","1 ","48"
"48113014001","48113","Dallas TX","Vtng Dist 1505","3551","1 ","48"
"48113013803","48113","Dallas TX","Vtng Dist 1506","2696","0.517 ","48"
"48113013804","48113","Dallas TX","Vtng Dist 1507","1988","1 ","48"
"48113013804","48113","Dallas TX","Vtng Dist 1508","1181","1 ","48"
"48113014002","48113","Dallas TX","Vtng Dist 1509","34","1 ","48"
"48113009900","48113","Dallas TX","481131511","734","1 ","48"
"48113013726","48113","Dallas TX","Vtng Dist 1600","2673","0.667 ","48"
"48113013805","48113","Dallas TX","Vtng Dist 1601","2357","1 ","48"
"48113013616","48113","Dallas TX","Vtng Dist 1602","4152","0.62 ","48"
"48113019206","48113","Dallas TX","Vtng Dist 1700","3994","0.959 ","48"
"48113019210","48113","Dallas TX","Vtng Dist 1701","1766","1 ","48"
"48113019210","48113","Dallas TX","Vtng Dist 1702","2178","1 ","48"
"48113019205","48113","Dallas TX","Vtng Dist 1703","3088","1 ","48"
"48113019206","48113","Dallas TX","Vtng Dist 1704","1454","0.762 ","48"
"48113019211","48113","Dallas TX","Vtng Dist 1705","4692","1 ","48"
"48113019204","48113","Dallas TX","Vtng Dist 1706","2013","0.702 ","48"
"48113019203","48113","Dallas TX","Vtng Dist 1707","2763","1 ","48"
"48113019204","48113","Dallas TX","Vtng Dist 1708","6211","0.912 ","48"
"48113019202","48113","Dallas TX","Vtng Dist 1709","3875","1 ","48"
"48113019039","48113","Dallas TX","Vtng Dist 1710","2015","0.41 ","48"
"48113019036","48113","Dallas TX","Vtng Dist 1711","2792","0.763 ","48"
"48113019037","48113","Dallas TX","Vtng Dist 1712","2624","1 ","48"
"48113019023","48113","Dallas TX","Vtng Dist 1713","2801","1 ","48"
"48113019023","48113","Dallas TX","Vtng Dist 1714","2025","1 ","48"
"48113019024","48113","Dallas TX","Vtng Dist 1715","4118","1 ","48"
"48113019039","48113","Dallas TX","Vtng Dist 1716","4547","1 ","48"
"48113019100","48113","Dallas TX","Vtng Dist 1717","2984","0.644 ","48"
"48113019016","48113","Dallas TX","Vtng Dist 1718","805","1 ","48"
"48113019018","48113","Dallas TX","Vtng Dist 1719","4933","0.613 ","48"
"48113019019","48113","Dallas TX","Vtng Dist 1720","3489","1 ","48"
"48113019040","48113","Dallas TX","Vtng Dist 1721","4300","0.961 ","48"
"48113019041","48113","Dallas TX","Vtng Dist 1722","2706","1 ","48"
"48113019034","48113","Dallas TX","Vtng Dist 1723","2276","0.485 ","48"
"48113019035","48113","Dallas TX","481131724","4076","0.702 ","48"
"48113019018","48113","Dallas TX","Vtng Dist 1725","52","1 ","48"
"48113019041","48113","Dallas TX","Vtng Dist 1726","29","1 ","48"
"48113013620","48113","Dallas TX","Vtng Dist 1800","2840","0.522 ","48"
"48113013624","48113","Dallas TX","Vtng Dist 1801","558","1 ","48"
