"state","county","tract","NAME","medianage","income","totalpop","poverty","hispanic","white","black","geoid"
"48","061","011302","Census Tract 113.02, Cameron County, Texas",39.7,64444,3579,6.54,53.06,84.44,2.68,"48061011302"
"48","061","011400","Census Tract 114, Cameron County, Texas",34.3,41823,6329,16.61,88.02,84.94,0,"48061011400"
"48","061","011500","Census Tract 115, Cameron County, Texas",32.4,28790,5503,35.89,93.97,80.9,0,"48061011500"
"48","113","018133","Census Tract 181.33, Dallas County, Texas",31.8,71830,3805,8.94,22.02,84.73,4.07,"48113018133"
"48","113","018134","Census Tract 181.34, Dallas County, Texas",35.6,78119,5136,3.82,8.98,93.15,2.84,"48113018134"
"48","113","018135","Census Tract 181.35, Dallas County, Texas",31.5,46566,3146,10.08,17.58,70.88,24.44,"48113018135"
"48","113","018136","Census Tract 181.36, Dallas County, Texas",46,102539,7869,1.09,11.27,74.27,9.3,"48113018136"
"48","113","018137","Census Tract 181.37, Dallas County, Texas",38.5,73400,3935,1.43,21.09,46.63,25.13,"48113018137"
"48","113","018138","Census Tract 181.38, Dallas County, Texas",30.3,47144,4233,13.14,15.5,42.62,32.48,"48113018138"
"48","113","018139","Census Tract 181.39, Dallas County, Texas",36.2,90080,5633,0.12,14.43,69.06,16.55,"48113018139"
"48","113","018140","Census Tract 181.40, Dallas County, Texas",34.2,88667,5573,8.97,16.83,69.44,22.93,"48113018140"
"48","113","018141","Census Tract 181.41, Dallas County, Texas",30.8,33441,3264,24.69,24.48,55.58,19.21,"48113018141"
"48","113","018142","Census Tract 181.42, Dallas County, Texas",41.3,63134,3225,3.91,14.95,67.29,12.62,"48113018142"
"48","113","018203","Census Tract 182.03, Dallas County, Texas",30.9,48772,5968,16.66,50.8,34.48,23.89,"48113018203"
"48","113","018204","Census Tract 182.04, Dallas County, Texas",22.4,33275,4352,35.06,70.06,30.68,20.98,"48113018204"
"48","113","018205","Census Tract 182.05, Dallas County, Texas",34.4,38153,4248,26.88,66.22,29.54,9.35,"48113018205"
"48","113","018206","Census Tract 182.06, Dallas County, Texas",30.7,41816,4974,19.28,69.4,39.93,8.18,"48113018206"
"48","113","018300","Census Tract 183, Dallas County, Texas",32.3,41740,6061,16.32,50.54,61.46,5.49,"48113018300"
"48","113","018401","Census Tract 184.01, Dallas County, Texas",41,47581,4993,14.96,57.1,43.78,7.93,"48113018401"
"48","113","018402","Census Tract 184.02, Dallas County, Texas",52.3,48672,3817,26.52,19.75,73.49,9.69,"48113018402"
"48","113","018403","Census Tract 184.03, Dallas County, Texas",32.1,29338,743,20.19,40.38,36.2,30.28,"48113018403"
"48","113","018501","Census Tract 185.01, Dallas County, Texas",37.2,49324,3729,20.46,45.56,52.35,12.58,"48113018501"
"48","113","018503","Census Tract 185.03, Dallas County, Texas",30.8,27979,4238,22.63,20.69,25.41,63.54,"48113018503"
"48","113","018505","Census Tract 185.05, Dallas County, Texas",27.5,24242,2990,35.22,33.24,32.41,53.78,"48113018505"
"48","113","018506","Census Tract 185.06, Dallas County, Texas",25.8,32876,3143,26.85,35.63,38.47,53.48,"48113018506"
"48","113","018600","Census Tract 186, Dallas County, Texas",43.3,51579,3554,9.17,32.92,71.55,2.93,"48113018600"
"48","113","018700","Census Tract 187, Dallas County, Texas",39,37807,6065,19.51,66.31,43.99,4.2,"48113018700"
"48","113","018801","Census Tract 188.01, Dallas County, Texas",35.5,49028,4163,5.75,55.87,52.68,6.58,"48113018801"
"48","113","018802","Census Tract 188.02, Dallas County, Texas",43,37311,826,37.53,64.89,42.49,1.21,"48113018802"
"48","113","018900","Census Tract 189, Dallas County, Texas",34.1,46142,6716,16.26,43.03,46.29,15.05,"48113018900"
"48","113","019004","Census Tract 190.04, Dallas County, Texas",39.2,49851,6707,11.4,17.13,49.32,24.91,"48113019004"
"48","113","019013","Census Tract 190.13, Dallas County, Texas",31.6,25221,5964,39.82,79.02,34.99,8.94,"48113019013"
"48","113","019014","Census Tract 190.14, Dallas County, Texas",35.8,52530,7482,11.76,52.91,36.01,12.66,"48113019014"
"48","113","019016","Census Tract 190.16, Dallas County, Texas",40,41463,3022,11.25,28.03,47.75,20.42,"48113019016"
"48","113","019018","Census Tract 190.18, Dallas County, Texas",33.1,56952,5007,12.66,12.98,47.95,34.55,"48113019018"
"48","113","019019","Census Tract 190.19, Dallas County, Texas",28,32976,6202,29.15,30.17,32.44,39.25,"48113019019"
"48","113","019020","Census Tract 190.20, Dallas County, Texas",48.8,54531,5023,3.46,13.46,55.23,15.27,"48113019020"
"48","113","019021","Census Tract 190.21, Dallas County, Texas",38.5,50479,6988,13.98,39.4,46.44,8.59,"48113019021"
"48","113","019023","Census Tract 190.23, Dallas County, Texas",45.3,77292,4817,2.5,9.09,74.59,14.35,"48113019023"
"48","113","019024","Census Tract 190.24, Dallas County, Texas",45.2,75859,4568,7.22,13.05,51.58,23.23,"48113019024"
"48","113","019025","Census Tract 190.25, Dallas County, Texas",45.3,80716,5400,4.37,10.22,51.7,16.06,"48113019025"
"48","113","019026","Census Tract 190.26, Dallas County, Texas",49.1,54173,5253,11.72,17.19,67.52,14.16,"48113019026"
"48","113","019027","Census Tract 190.27, Dallas County, Texas",35.6,42356,4991,13.1,8.03,40.19,14.31,"48113019027"
"48","113","019028","Census Tract 190.28, Dallas County, Texas",47.3,53621,3737,11.41,23.17,43.62,13.83,"48113019028"
"48","113","019029","Census Tract 190.29, Dallas County, Texas",46.6,52574,6034,10.48,25.31,49.14,15.41,"48113019029"
"48","113","019031","Census Tract 190.31, Dallas County, Texas",44.2,84097,6090,1.69,12.94,72.2,9.43,"48113019031"
"48","113","019032","Census Tract 190.32, Dallas County, Texas",32.2,45436,4820,27.88,59.34,30.87,6.74,"48113019032"
"48","113","019033","Census Tract 190.33, Dallas County, Texas",27.2,32577,3918,33.95,52.76,44.54,9.88,"48113019033"
"48","113","019034","Census Tract 190.34, Dallas County, Texas",33.4,39946,4112,20.42,11.48,35.19,46.01,"48113019034"
"48","113","019035","Census Tract 190.35, Dallas County, Texas",30.7,33795,4608,20.7,44.81,47.63,34.96,"48113019035"
"48","113","019036","Census Tract 190.36, Dallas County, Texas",43.1,101763,2851,8.66,9.08,79.83,2.7,"48113019036"
"48","113","019037","Census Tract 190.37, Dallas County, Texas",40.9,84674,3733,7.94,7.47,78.97,4.61,"48113019037"
"48","113","019038","Census Tract 190.38, Dallas County, Texas",32.4,58542,239,12.97,5.02,56.9,0,"48113019038"
"48","113","019039","Census Tract 190.39, Dallas County, Texas",41.8,55653,5816,13.76,22.52,61.5,8.82,"48113019039"
"48","113","019040","Census Tract 190.40, Dallas County, Texas",42.8,56770,5810,5.52,4.41,41.17,18.86,"48113019040"
"48","113","019041","Census Tract 190.41, Dallas County, Texas",52.5,67147,2721,4.56,3.86,65.56,10.47,"48113019041"
"48","113","019042","Census Tract 190.42, Dallas County, Texas",35.3,71643,4695,4.49,18.27,60.49,3.73,"48113019042"
"48","113","019043","Census Tract 190.43, Dallas County, Texas",47.1,102215,7016,2.85,7.23,80.93,5.27,"48113019043"
"48","113","019100","Census Tract 191, Dallas County, Texas",45.9,48661,5225,7.22,18.91,67.18,6.39,"48113019100"
"48","113","019202","Census Tract 192.02, Dallas County, Texas",35.9,55102,4302,21.22,39.56,70.97,9.04,"48113019202"
"48","113","019203","Census Tract 192.03, Dallas County, Texas",47,69398,3444,5.95,10.83,93.38,2.09,"48113019203"
"48","113","019204","Census Tract 192.04, Dallas County, Texas",30.9,45864,8461,16.55,54.69,73.74,7.34,"48113019204"
"48","113","019205","Census Tract 192.05, Dallas County, Texas",44.8,98750,3459,0.95,6.36,91.93,5.81,"48113019205"
"48","113","019206","Census Tract 192.06, Dallas County, Texas",34.8,35219,5624,36.37,16.89,71.75,6.05,"48113019206"
"48","113","019208","Census Tract 192.08, Dallas County, Texas",34.6,28703,5893,29.02,62.7,33.94,17.43,"48113019208"
"48","113","019210","Census Tract 192.10, Dallas County, Texas",45.6,106354,3886,3.91,7.49,93.23,0,"48113019210"
"48","113","019211","Census Tract 192.11, Dallas County, Texas",41.6,58684,5014,10.07,12.27,82.39,3.33,"48113019211"
"48","113","019212","Census Tract 192.12, Dallas County, Texas",26.5,27370,3371,52.65,98.46,22.57,1.54,"48113019212"
"48","113","019213","Census Tract 192.13, Dallas County, Texas",64.1,21316,3071,51.06,48.84,32.04,14.88,"48113019213"
"48","113","019301","Census Tract 193.01, Dallas County, Texas",38.2,166591,2847,0.46,7.76,99.4,0,"48113019301"
"48","113","019302","Census Tract 193.02, Dallas County, Texas",19.9,133750,5080,13.27,5.96,91.12,3.21,"48113019302"
"48","113","019400","Census Tract 194, Dallas County, Texas",29.4,105179,4022,18.11,3.28,87.69,1.29,"48113019400"
"48","113","019501","Census Tract 195.01, Dallas County, Texas",40.4,175938,6578,0.32,0.33,95.99,0.17,"48113019501"
"48","113","019502","Census Tract 195.02, Dallas County, Texas",39.6,127000,4445,3.65,4.07,93.45,0.43,"48113019502"
"48","113","019600","Census Tract 196, Dallas County, Texas",38.8,213125,2548,4.12,9.85,95.8,0,"48113019600"
"48","113","019700","Census Tract 197, Dallas County, Texas",45.7,249194,2053,0.58,8.09,98.59,0,"48113019700"
"48","113","019800","Census Tract 198, Dallas County, Texas",45.6,224097,3930,2.95,4.25,97.74,0,"48113019800"
"48","113","019900","Census Tract 199, Dallas County, Texas",27.8,28750,4203,32.86,83.92,71.09,2.33,"48113019900"
"48","113","020000","Census Tract 200, Dallas County, Texas",37.6,129205,4058,3.47,12.91,70.53,5.57,"48113020000"
"48","113","020100","Census Tract 201, Dallas County, Texas",37.9,31979,2437,26.32,55.52,69.76,5.29,"48113020100"
"48","113","020200","Census Tract 202, Dallas County, Texas",48.2,23265,3768,40.98,0,2.26,97.16,"48113020200"
"48","113","020300","Census Tract 203, Dallas County, Texas",48.2,14060,2161,51.89,3.24,7.54,90.56,"48113020300"
"48","113","020400","Census Tract 204, Dallas County, Texas",31.8,52508,4247,29.97,22.65,59.34,30.12,"48113020400"
"48","113","020500","Census Tract 205, Dallas County, Texas",21.2,14941,4566,60.21,28.08,19.08,58.74,"48113020500"
"48","113","020600","Census Tract 206, Dallas County, Texas",45.6,200938,2280,0.35,1.67,96.18,0,"48113020600"
"48","113","020700","Census Tract 207, Dallas County, Texas",44.1,73423,4885,2.33,22.78,82.42,9.19,"48113020700"
"48","113","980000","Census Tract 9800, Dallas County, Texas",NA,NA,NA,NA,NA,NA,NA,"48113980000"
"48","113","980100","Census Tract 9801, Dallas County, Texas",NA,NA,NA,NA,NA,NA,NA,"48113980100"
"48","115","950401","Census Tract 9504.01, Dawson County, Texas",43.7,42417,4219,9.65,47.03,93.32,1.73,"48115950401"
"48","115","950402","Census Tract 9504.02, Dawson County, Texas",31.8,32411,4109,18.19,55.24,72.11,15.89,"48115950402"
"48","115","950500","Census Tract 9505, Dawson County, Texas",33.8,26843,3925,26.01,60.69,71.34,7.06,"48115950500"
"48","115","950600","Census Tract 9506, Dawson County, Texas",38.2,48086,1600,27.86,31.44,86.44,5.81,"48115950600"
"48","117","950300","Census Tract 9503, Deaf Smith County, Texas",27.9,39510,5588,18.41,62.56,85.65,0,"48117950300"
"48","117","950400","Census Tract 9504, Deaf Smith County, Texas",30.3,41473,5932,17.31,70.55,75.35,3.12,"48117950400"
"48","117","950500","Census Tract 9505, Deaf Smith County, Texas",28.5,38094,3382,23.09,79.66,84.89,0,"48117950500"
"48","117","950600","Census Tract 9506, Deaf Smith County, Texas",35.4,52500,4152,11.8,48,88.01,0.96,"48117950600"
"48","119","950100","Census Tract 9501, Delta County, Texas",45.9,41220,3154,10.49,3.46,90.36,4.09,"48119950100"
"48","119","950200","Census Tract 9502, Delta County, Texas",38.7,32279,2094,20.55,7.31,83.57,13.18,"48119950200"
"48","121","020103","Census Tract 201.03, Denton County, Texas",36.3,59795,9476,7.42,15.23,92.35,1.35,"48121020103"
"48","121","020104","Census Tract 201.04, Denton County, Texas",35.4,98597,2969,19.94,12.73,88.31,0.51,"48121020104"
"48","121","020105","Census Tract 201.05, Denton County, Texas",29.1,70353,4982,7.65,19.99,82.36,8.81,"48121020105"
"48","121","020106","Census Tract 201.06, Denton County, Texas",29.9,82609,5082,2.84,10.65,84.08,4.64,"48121020106"
"48","121","020107","Census Tract 201.07, Denton County, Texas",35,73641,3861,4.14,12.67,87.28,9.35,"48121020107"
"48","121","020108","Census Tract 201.08, Denton County, Texas",28.8,77188,5876,6.48,19.37,74.29,14.53,"48121020108"
"48","121","020109","Census Tract 201.09, Denton County, Texas",33.5,101742,1359,8.39,3.83,41.65,8.24,"48121020109"
"48","121","020110","Census Tract 201.10, Denton County, Texas",31,101577,4441,1.82,11.33,73.05,14.05,"48121020110"
"48","121","020111","Census Tract 201.11, Denton County, Texas",34.5,137965,3518,0.68,5.12,92.24,5.57,"48121020111"
"48","121","020112","Census Tract 201.12, Denton County, Texas",32,94681,2503,4.59,11.59,79.11,7.67,"48121020112"
"48","121","020113","Census Tract 201.13, Denton County, Texas",30.4,76195,8336,4.8,25.5,71.67,16.23,"48121020113"
"48","121","020114","Census Tract 201.14, Denton County, Texas",29.6,68777,7725,7.74,27.37,78.73,9.72,"48121020114"
"48","121","020115","Census Tract 201.15, Denton County, Texas",36,63661,4184,8.27,30.59,82.39,3.94,"48121020115"
"48","121","020202","Census Tract 202.02, Denton County, Texas",37.9,65353,9114,3.38,13.95,95.82,0.49,"48121020202"
"48","121","020203","Census Tract 202.03, Denton County, Texas",33.7,51110,4125,18.35,13.48,89.94,7.78,"48121020203"
"48","121","020204","Census Tract 202.04, Denton County, Texas",40,68664,4159,5.67,5.79,88.43,3.39,"48121020204"
"48","121","020205","Census Tract 202.05, Denton County, Texas",48.8,68261,1628,1.17,19.16,80.1,0,"48121020205"
"48","121","020303","Census Tract 203.03, Denton County, Texas",39.4,107273,8963,5.58,10.89,93.35,1.1,"48121020303"
"48","121","020305","Census Tract 203.05, Denton County, Texas",46.3,126514,6899,0.82,3.16,96.96,1.36,"48121020305"
"48","121","020306","Census Tract 203.06, Denton County, Texas",32.3,64330,5238,3.11,8.88,89.1,3.44,"48121020306"
"48","121","020307","Census Tract 203.07, Denton County, Texas",38.3,80297,6285,0.78,12.62,94.02,1.24,"48121020307"
"48","121","020308","Census Tract 203.08, Denton County, Texas",32.1,70419,9273,5.38,18.07,87.24,4.54,"48121020308"
"48","121","020309","Census Tract 203.09, Denton County, Texas",33.5,73399,8156,6.51,11.79,93.88,0.45,"48121020309"
"48","121","020310","Census Tract 203.10, Denton County, Texas",63,77115,2437,3.82,6.16,94.83,0,"48121020310"
"48","121","020401","Census Tract 204.01, Denton County, Texas",31.6,51893,5565,14.99,23.61,76.3,8.19,"48121020401"
"48","121","020402","Census Tract 204.02, Denton County, Texas",50,56058,4725,11.21,12.02,83.58,10.54,"48121020402"
"48","121","020403","Census Tract 204.03, Denton County, Texas",31,43287,3538,16.37,16.28,87.42,2.8,"48121020403"
"48","121","020503","Census Tract 205.03, Denton County, Texas",33.6,45422,5490,9.54,14.3,80.77,10.47,"48121020503"
"48","121","020504","Census Tract 205.04, Denton County, Texas",27.6,44009,2646,15.19,47.69,86.39,2.49,"48121020504"
"48","121","020505","Census Tract 205.05, Denton County, Texas",40.3,70375,6443,5.03,4.63,96.12,2.22,"48121020505"
"48","121","020506","Census Tract 205.06, Denton County, Texas",48.6,65037,1916,13.31,24.16,94.21,0,"48121020506"
"48","121","020601","Census Tract 206.01, Denton County, Texas",22.6,27174,4917,34.94,32.46,61.16,21.94,"48121020601"
"48","121","020602","Census Tract 206.02, Denton County, Texas",32.8,45869,7939,20.6,33.83,60.94,16.29,"48121020602"
"48","121","020700","Census Tract 207, Denton County, Texas",24.2,17239,3803,48.52,14.83,70.47,8.94,"48121020700"
"48","121","020800","Census Tract 208, Denton County, Texas",23,20820,4843,38.03,22.22,78.17,10.04,"48121020800"
"48","121","020900","Census Tract 209, Denton County, Texas",22.2,20568,3826,44.5,23.11,64.69,15.68,"48121020900"
"48","121","021000","Census Tract 210, Denton County, Texas",19.8,23810,6802,40.49,19.7,69.91,9.89,"48121021000"
"48","121","021100","Census Tract 211, Denton County, Texas",23.3,18434,2315,41.08,16.72,80.73,8.34,"48121021100"
"48","121","021201","Census Tract 212.01, Denton County, Texas",23.1,28765,5303,28.29,19.5,65.19,16.59,"48121021201"
"48","121","021202","Census Tract 212.02, Denton County, Texas",32.6,30625,5321,23.2,30.09,59.09,25,"48121021202"
"48","121","021301","Census Tract 213.01, Denton County, Texas",22.7,26250,2008,31.77,9.71,71.51,20.52,"48121021301"
"48","121","021303","Census Tract 213.03, Denton County, Texas",38,82524,7297,15.25,12.57,86.6,5.11,"48121021303"
"48","121","021304","Census Tract 213.04, Denton County, Texas",35.8,53625,5993,20.52,18.35,70.28,9.79,"48121021304"
"48","121","021305","Census Tract 213.05, Denton County, Texas",48.5,79120,3414,10.95,8.9,87.11,5.59,"48121021305"
"48","121","021403","Census Tract 214.03, Denton County, Texas",36.9,73313,9362,6.12,19.66,84.24,0.4,"48121021403"
"48","121","021404","Census Tract 214.04, Denton County, Texas",38.2,87031,7434,1.75,7.76,85.47,5.47,"48121021404"
"48","121","021405","Census Tract 214.05, Denton County, Texas",29.7,55503,9428,18.63,35.97,72.1,7.29,"48121021405"
"48","121","021406","Census Tract 214.06, Denton County, Texas",35.7,88143,6884,3.51,19.61,86.68,6.41,"48121021406"
"48","121","021407","Census Tract 214.07, Denton County, Texas",35.5,68731,5790,11.52,32.07,73.87,7.06,"48121021407"
"48","121","021408","Census Tract 214.08, Denton County, Texas",34.7,92758,6294,0.44,12.5,83.41,5.4,"48121021408"
"48","121","021409","Census Tract 214.09, Denton County, Texas",35.7,77391,7298,5.85,12.1,85.42,5.89,"48121021409"
"48","121","021502","Census Tract 215.02, Denton County, Texas",31,44367,4698,18.69,44.79,78.16,6.56,"48121021502"
"48","121","021505","Census Tract 215.05, Denton County, Texas",30.6,79960,6175,1.9,13.98,87.01,4.03,"48121021505"
"48","121","021512","Census Tract 215.12, Denton County, Texas",37.8,153160,4723,0.53,4,96.08,0,"48121021512"
"48","121","021513","Census Tract 215.13, Denton County, Texas",43.3,106516,3633,1.68,6.11,98.46,0,"48121021513"
"48","121","021514","Census Tract 215.14, Denton County, Texas",39.7,118529,3998,0,8.63,93,0.58,"48121021514"
"48","121","021515","Census Tract 215.15, Denton County, Texas",39.9,73661,3721,8.92,23.38,89.01,4.51,"48121021515"
"48","121","021516","Census Tract 215.16, Denton County, Texas",36.6,81795,6752,4.09,19.91,81.72,4.35,"48121021516"
"48","121","021517","Census Tract 215.17, Denton County, Texas",29.9,88972,1468,4.22,6.34,40.94,7.02,"48121021517"
"48","121","021518","Census Tract 215.18, Denton County, Texas",35.2,114698,3349,0,8.96,66.8,4.3,"48121021518"
"48","121","021519","Census Tract 215.19, Denton County, Texas",33.7,80409,10436,3.48,17.16,72.53,10.04,"48121021519"
"48","121","021520","Census Tract 215.20, Denton County, Texas",35.1,65814,3467,3.14,27.52,91.29,0.72,"48121021520"
"48","121","021521","Census Tract 215.21, Denton County, Texas",36.5,74699,4191,3.82,27.92,81.89,2.62,"48121021521"
"48","121","021522","Census Tract 215.22, Denton County, Texas",34.4,191806,431,0,0,45.01,0,"48121021522"
"48","121","021523","Census Tract 215.23, Denton County, Texas",34.9,81250,3906,15.23,33.69,75.5,8.04,"48121021523"
"48","121","021524","Census Tract 215.24, Denton County, Texas",35.6,103269,1517,0,7.98,79.83,7.84,"48121021524"
"48","121","021525","Census Tract 215.25, Denton County, Texas",33.3,125556,6713,1.79,11.32,74.39,8.54,"48121021525"
"48","121","021526","Census Tract 215.26, Denton County, Texas",35,122464,4850,0.31,7.13,80.14,8.08,"48121021526"
"48","121","021527","Census Tract 215.27, Denton County, Texas",30.6,130070,5609,3.53,5.94,85.84,3.41,"48121021527"
"48","121","021611","Census Tract 216.11, Denton County, Texas",39.4,76125,3954,6.15,15.25,72.38,9.26,"48121021611"
"48","121","021612","Census Tract 216.12, Denton County, Texas",38.8,66948,3733,3.38,19.05,69.01,6.13,"48121021612"
"48","121","021613","Census Tract 216.13, Denton County, Texas",31.5,45417,5454,15.93,31.28,58.62,18.85,"48121021613"
"48","121","021614","Census Tract 216.14, Denton County, Texas",32.7,72619,3726,11.33,51.15,78.82,6.01,"48121021614"
"48","121","021615","Census Tract 216.15, Denton County, Texas",35.5,60250,4321,6.78,44.9,76.65,10.67,"48121021615"
"48","121","021616","Census Tract 216.16, Denton County, Texas",39.3,48163,3847,11.7,18.51,65.4,23.89,"48121021616"
"48","121","021618","Census Tract 216.18, Denton County, Texas",44.9,42949,3832,13.7,39.64,66.54,3.94,"48121021618"
"48","121","021619","Census Tract 216.19, Denton County, Texas",34.1,50813,2939,20.28,62.64,36.54,12.39,"48121021619"
"48","121","021620","Census Tract 216.20, Denton County, Texas",26.8,38722,1506,9.5,8.37,65.27,28.88,"48121021620"
"48","121","021621","Census Tract 216.21, Denton County, Texas",47,114806,4351,1.95,6.67,61.3,10.71,"48121021621"
"48","121","021622","Census Tract 216.22, Denton County, Texas",43.3,106328,5209,8.26,8.2,62.74,6.74,"48121021622"
"48","121","021623","Census Tract 216.23, Denton County, Texas",27.2,70000,5256,6.18,8.47,41.36,9.27,"48121021623"
"48","121","021624","Census Tract 216.24, Denton County, Texas",28.6,70444,7613,6.6,24.98,60.65,9.76,"48121021624"
"48","121","021625","Census Tract 216.25, Denton County, Texas",36,126888,2777,0.36,7.27,56.03,11.24,"48121021625"
"48","121","021626","Census Tract 216.26, Denton County, Texas",36.5,148667,1981,4.44,4.54,79.3,0,"48121021626"
"48","121","021627","Census Tract 216.27, Denton County, Texas",36.9,61519,5811,3.41,4.15,80.57,4.2,"48121021627"
"48","121","021628","Census Tract 216.28, Denton County, Texas",38.3,74312,6443,5.56,14.78,79.71,8.23,"48121021628"
"48","121","021629","Census Tract 216.29, Denton County, Texas",37.6,153482,5367,0.75,8.18,64.54,9.73,"48121021629"
"48","121","021630","Census Tract 216.30, Denton County, Texas",35.7,77759,4828,2.92,14.37,63.4,21.46,"48121021630"
"48","121","021631","Census Tract 216.31, Denton County, Texas",36.9,110085,4965,4.45,12.99,74.64,2.8,"48121021631"
"48","121","021632","Census Tract 216.32, Denton County, Texas",45.7,106894,3510,5.01,7.41,88.12,7.41,"48121021632"
"48","121","021633","Census Tract 216.33, Denton County, Texas",42.3,87773,4121,1.87,9.34,81.63,3.3,"48121021633"
"48","121","021634","Census Tract 216.34, Denton County, Texas",28.3,37264,4457,13.33,27.53,66.55,26,"48121021634"
"48","121","021635","Census Tract 216.35, Denton County, Texas",29.5,59839,4077,9.44,21.09,69.29,17.32,"48121021635"
"48","121","021636","Census Tract 216.36, Denton County, Texas",29.9,45552,6668,12.16,24.79,67.44,20.89,"48121021636"
"48","121","021637","Census Tract 216.37, Denton County, Texas",28.3,41260,4349,12.91,32.03,65.72,19.22,"48121021637"
"48","121","021638","Census Tract 216.38, Denton County, Texas",26.5,46085,4167,4.15,29.88,76.43,14.57,"48121021638"
"48","121","021715","Census Tract 217.15, Denton County, Texas",36,86546,4528,3.77,15.64,76.52,12.32,"48121021715"
"48","121","021716","Census Tract 217.16, Denton County, Texas",31.8,49266,5665,11.37,16.01,70.2,11.19,"48121021716"
"48","121","021717","Census Tract 217.17, Denton County, Texas",41.2,66673,5503,3.78,11.28,78.5,9.83,"48121021717"
"48","121","021718","Census Tract 217.18, Denton County, Texas",34,128574,6516,1.87,5.05,90.02,2.03,"48121021718"
"48","121","021719","Census Tract 217.19, Denton County, Texas",39.3,121635,3956,4.78,7.38,88.12,3.19,"48121021719"
"48","121","021720","Census Tract 217.20, Denton County, Texas",33.2,108417,2992,0,10.13,76.64,1.64,"48121021720"
"48","121","021721","Census Tract 217.21, Denton County, Texas",31.7,83188,3549,1.86,12.09,95.52,1.07,"48121021721"
"48","121","021722","Census Tract 217.22, Denton County, Texas",35.7,67356,3963,7.22,10.12,86,3.86,"48121021722"
"48","121","021723","Census Tract 217.23, Denton County, Texas",36.6,88284,1364,4.25,16.13,71.77,9.9,"48121021723"
"48","121","021724","Census Tract 217.24, Denton County, Texas",36.2,114155,4171,3.12,4.53,90.51,4.27,"48121021724"
"48","121","021725","Census Tract 217.25, Denton County, Texas",35.9,100764,3683,0.35,9.45,95.3,0.84,"48121021725"
"48","121","021726","Census Tract 217.26, Denton County, Texas",39.8,121071,2928,2.46,4.58,79.03,9.22,"48121021726"
"48","121","021727","Census Tract 217.27, Denton County, Texas",36.8,131181,4460,0.36,3.27,78.72,5.18,"48121021727"
"48","121","021728","Census Tract 217.28, Denton County, Texas",30.4,57910,1622,4.19,46.67,78.61,0,"48121021728"
"48","121","021729","Census Tract 217.29, Denton County, Texas",33.3,112159,2726,1.03,11.04,93.1,2.64,"48121021729"
"48","121","021730","Census Tract 217.30, Denton County, Texas",37,106125,3525,2.07,4.2,85.39,2.21,"48121021730"
"48","121","021731","Census Tract 217.31, Denton County, Texas",38.2,97321,3693,0.68,11.7,73.44,11.4,"48121021731"
"48","121","021732","Census Tract 217.32, Denton County, Texas",28.7,64599,2219,1.8,23.34,65.03,22.67,"48121021732"
"48","121","021733","Census Tract 217.33, Denton County, Texas",32.8,38875,2009,8.26,31.11,55.7,18.17,"48121021733"
"48","121","021734","Census Tract 217.34, Denton County, Texas",29.2,35362,2649,9.36,8,78.63,15.82,"48121021734"
"48","121","021735","Census Tract 217.35, Denton County, Texas",28.5,44232,3310,3.14,19.91,64.86,20.27,"48121021735"
"48","121","021736","Census Tract 217.36, Denton County, Texas",25.4,43333,2246,18.97,16.79,80.28,6.68,"48121021736"
"48","121","021737","Census Tract 217.37, Denton County, Texas",28.6,92778,3900,2.59,9.18,54.31,14.79,"48121021737"
"48","121","021738","Census Tract 217.38, Denton County, Texas",31,44426,1797,5.84,13.41,57.04,6.84,"48121021738"
"48","121","021739","Census Tract 217.39, Denton County, Texas",25.8,33984,3598,25.33,45.8,68.59,13.84,"48121021739"
"48","121","021740","Census Tract 217.40, Denton County, Texas",34.3,48706,5113,7.31,24.82,65.66,14.92,"48121021740"
"48","121","021741","Census Tract 217.41, Denton County, Texas",35.7,63241,1880,5.16,11.76,79.73,13.94,"48121021741"
"48","121","021742","Census Tract 217.42, Denton County, Texas",35.8,68560,6277,3,34.03,60.24,12.87,"48121021742"
"48","121","021743","Census Tract 217.43, Denton County, Texas",35.5,53750,3766,9.49,43.28,63.57,10.28,"48121021743"
"48","121","021744","Census Tract 217.44, Denton County, Texas",36.7,50814,2622,5.8,48.78,69.49,10.3,"48121021744"
"48","121","021745","Census Tract 217.45, Denton County, Texas",28.8,47172,5230,24.07,50.78,74.84,6.69,"48121021745"
"48","121","021746","Census Tract 217.46, Denton County, Texas",41.5,130673,3375,6.67,4.92,94.1,2.81,"48121021746"
"48","121","021747","Census Tract 217.47, Denton County, Texas",35.2,102772,3937,5.03,10.21,75.06,7.62,"48121021747"
"48","121","021748","Census Tract 217.48, Denton County, Texas",37.1,114554,3987,1.3,6.97,95.69,0,"48121021748"
"48","121","021749","Census Tract 217.49, Denton County, Texas",38.3,177054,3113,3.08,12.01,94.03,0,"48121021749"
"48","121","021750","Census Tract 217.50, Denton County, Texas",42.3,164612,3861,4.4,7.82,83.79,1.5,"48121021750"
"48","121","021751","Census Tract 217.51, Denton County, Texas",33.7,139255,4580,1.7,6.88,71.83,2.03,"48121021751"
"48","121","021752","Census Tract 217.52, Denton County, Texas",32.2,122827,4704,1.47,14.41,79.1,1.11,"48121021752"
"48","121","021753","Census Tract 217.53, Denton County, Texas",39.3,133250,5170,2.48,2.65,88.72,4.37,"48121021753"
"48","121","021800","Census Tract 218, Denton County, Texas",42.5,159444,3363,2.56,3.66,88.28,2.26,"48121021800"
