"vtd.key1","tract.key","county","cntyname","tract","vtdname","pop10","afact","state","NAME","medianage","income","totalpop","poverty","hispanic","white","black","Pres_D_08","Pres_R_08","Shape_area"
"480910103","48091310901","48091","Comal TX","3109.01","480910103","3412","0.997 ","48","Census Tract 3109.01, Comal County, Texas",45.2,100625,3570,6.27,6.5,95.46,0,"384","1492",67462368.9642
"480910104","48091310607","48091","Comal TX","3106.07","480910104","2339","0.976 ","48","Census Tract 3106.07, Comal County, Texas",51.9,62339,4796,10.85,12.47,89.85,0.6,"292","999",48170199.6732
"480910105","48091310604","48091","Comal TX","3106.04","480910105","2664","0.572 ","48","Census Tract 3106.04, Comal County, Texas",50.9,62719,2572,2.45,9.45,95.26,0,"601","1734",31192457.5961
"480910106","48091310608","48091","Comal TX","3106.08","480910106","3426","0.818 ","48","Census Tract 3106.08, Comal County, Texas",42.2,43342,3188,8.63,13.93,97.8,0,"331","1205",128701357.597
"480910107","48091310702","48091","Comal TX","3107.02","480910107","3926","0.522 ","48","Census Tract 3107.02, Comal County, Texas",40.9,97639,4957,1.92,13.58,92.39,2.22,"738","3017",71565710.5243
"480910201","48091310403","48091","Comal TX","3104.03","480910201","3945","0.566 ","48","Census Tract 3104.03, Comal County, Texas",36.4,53382,5177,17.81,34.52,91.42,1.58,"793","1998",7394754.13589
"480910202","48091310802","48091","Comal TX","3108.02","480910202","2096","1 ","48","Census Tract 3108.02, Comal County, Texas",36.7,66345,5672,14.7,35.23,85.19,4.67,"213","567",47747711.128
"480910203","48091310701","48091","Comal TX","3107.01","480910203","2462","0.658 ","48","Census Tract 3107.01, Comal County, Texas",45.9,101583,5431,2.63,12.76,93.33,2.12,"405","1645",78396078.1682
"480910204","48091310704","48091","Comal TX","3107.04","480910204","5690","0.926 ","48","Census Tract 3107.04, Comal County, Texas",46.7,84609,5027,4.62,20.49,93.3,0,"685","2392",172094681.04
"480910205","48091310801","48091","Comal TX","3108.01","480910205","4949","0.85 ","48","Census Tract 3108.01, Comal County, Texas",50.5,116818,3994,1.68,11.02,92.46,2.6,"734","2729",120496753.137
"480910206","48091310701","48091","Comal TX","3107.01","480910206","3180","0.658 ","48","Census Tract 3107.01, Comal County, Texas",45.9,101583,5431,2.63,12.76,93.33,2.12,"576","2169",90595458.337
"480910301","48091310401","48091","Comal TX","3104.01","480910301","4582","0.576 ","48","Census Tract 3104.01, Comal County, Texas",27.9,34718,5222,25.08,68.71,80.74,1.65,"842","797",20538553.5606
"480910302","48091310100","48091","Comal TX","3101.00","480910302","2895","0.553 ","48","Census Tract 3101, Comal County, Texas",34.5,44063,3318,9.22,41.11,90.05,1.15,"775","1175",7040529.8262
"480910303","48091310200","48091","Comal TX","3102.00","480910303","1461","1 ","48","Census Tract 3102, Comal County, Texas",43.1,55701,2742,7.84,44.35,80.78,0.4,"316","290",2575006.17737
"480910304","48091310501","48091","Comal TX","3105.01","480910304","2231","0.491 ","48","Census Tract 3105.01, Comal County, Texas",33.5,39709,3291,33.63,34.67,88.21,5.23,"467","741",10111822.5308
"480910401","48091310300","48091","Comal TX","3103.00","480910401","1385","0.558 ","48","Census Tract 3103, Comal County, Texas",48.5,50063,6699,8.87,14.48,96.01,0.46,"324","913",5178332.51376
"480910402","48091310606","48091","Comal TX","3106.06","480910402","3634","0.591 ","48","Census Tract 3106.06, Comal County, Texas",56.4,67000,3843,9.97,6.84,94.85,0,"772","2352",171630210.212
"480910403","48091310603","48091","Comal TX","3106.03","480910403","2169","0.475 ","48","Census Tract 3106.03, Comal County, Texas",49.2,67021,2330,8.33,22.1,81.76,5.11,"495","1573",153761803.327
"480910404","48091310902","48091","Comal TX","3109.02","480910404","5759","0.562 ","48","Census Tract 3109.02, Comal County, Texas",38.6,77417,5276,2.86,23.09,93.18,0.64,"914","2843",136895570.381
"480910405","48091310605","48091","Comal TX","3106.05","480910405","3294","0.718 ","48","Census Tract 3106.05, Comal County, Texas",41.9,60396,4975,15.74,12.84,94.47,1.67,"434","1291",99848720.3096
"480910406","48091310503","48091","Comal TX","3105.03","480910406","2952","0.708 ","48","Census Tract 3105.03, Comal County, Texas",45.4,66087,3254,4.89,27.07,93.88,0,"568","1475",5945595.73666
"480950101","48095950300","48095","Concho TX","9503.00","480950101","428","1 ","48","Census Tract 9503, Concho County, Texas",40.4,49063,4047,20.01,49.94,86.53,1.93,"36","154",377806711.97
"480950102","48095950300","48095","Concho TX","9503.00","480950102","181","1 ","48","Census Tract 9503, Concho County, Texas",40.4,49063,4047,20.01,49.94,86.53,1.93,"14","45",271354179.205
"480950203","48095950300","48095","Concho TX","9503.00","480950203","164","1 ","48","Census Tract 9503, Concho County, Texas",40.4,49063,4047,20.01,49.94,86.53,1.93,"11","91",179124709.152
"480950204","48095950300","48095","Concho TX","9503.00","480950204","207","1 ","48","Census Tract 9503, Concho County, Texas",40.4,49063,4047,20.01,49.94,86.53,1.93,"24","67",124680042.007
"480950205","48095950300","48095","Concho TX","9503.00","480950205","205","1 ","48","Census Tract 9503, Concho County, Texas",40.4,49063,4047,20.01,49.94,86.53,1.93,"23","53",373400218.904
"480950306","48095950300","48095","Concho TX","9503.00","480950306","2204","1 ","48","Census Tract 9503, Concho County, Texas",40.4,49063,4047,20.01,49.94,86.53,1.93,"67","134",458163891.385
"480950407","48095950300","48095","Concho TX","9503.00","480950407","224","1 ","48","Census Tract 9503, Concho County, Texas",40.4,49063,4047,20.01,49.94,86.53,1.93,"13","103",498060839.898
"480950408","48095950300","48095","Concho TX","9503.00","480950408","474","1 ","48","Census Tract 9503, Concho County, Texas",40.4,49063,4047,20.01,49.94,86.53,1.93,"65","160",280135823.343
"480970030","48097000600","48097","Cooke TX","0006.00","Vtng Dist 0030","1366","1 ","48","Census Tract 6, Cooke County, Texas",38.8,36644,4660,23.94,25.97,73.71,7.68,"79","179",775275.884246
"480990108","48099010102","48099","Coryell TX","0101.02","Vtng Dist 0108","359","1 ","48","Census Tract 101.02, Coryell County, Texas",41.1,45464,2911,9.51,7.35,97.63,0.96,"29","114",178068304.379
"480990111","48099010102","48099","Coryell TX","0101.02","Vtng Dist 0111","321","1 ","48","Census Tract 101.02, Coryell County, Texas",41.1,45464,2911,9.51,7.35,97.63,0.96,"26","115",150603700.262
"480990122","48099010604","48099","Coryell TX","0106.04","480990122","4853","0.876 ","48","Census Tract 106.04, Coryell County, Texas",30.9,66182,3367,3.46,13.16,80.78,9.53,"280","378",200625221.457
"480990213","48099010101","48099","Coryell TX","0101.01","Vtng Dist 0213","724","1 ","48","Census Tract 101.01, Coryell County, Texas",39,48962,3167,6.42,6.82,95.42,0.32,"71","267",190298796.724
"480990221","48099010803","48099","Coryell TX","0108.03","480990221","2184","0.512 ","48","Census Tract 108.03, Coryell County, Texas",39.6,65543,3174,2.05,11.22,60.37,26.69,"669","652",14422378.616
"480990314","48099010101","48099","Coryell TX","0101.01","Vtng Dist 0314","667","0.997 ","48","Census Tract 101.01, Coryell County, Texas",39,48962,3167,6.42,6.82,95.42,0.32,"44","171",187827109.716
"480990315","48099010101","48099","Coryell TX","0101.01","Vtng Dist 0315","1170","1 ","48","Census Tract 101.01, Coryell County, Texas",39,48962,3167,6.42,6.82,95.42,0.32,"95","268",128418917.983
"480990406","48099010101","48099","Coryell TX","0101.01","Vtng Dist 0406","560","1 ","48","Census Tract 101.01, Coryell County, Texas",39,48962,3167,6.42,6.82,95.42,0.32,"48","189",206070673.374
"481010101","48101950100","48101","Cottle TX","9501.00","481010101","330","1 ","48","Census Tract 9501, Cottle County, Texas",50.4,33859,1618,10.9,14.77,80.66,11.74,"33","144",392412751.145
"481010102","48101950100","48101","Cottle TX","9501.00","481010102","37","1 ","48","Census Tract 9501, Cottle County, Texas",50.4,33859,1618,10.9,14.77,80.66,11.74,"5","27",406047387.605
"481010201","48101950100","48101","Cottle TX","9501.00","481010201","388","1 ","48","Census Tract 9501, Cottle County, Texas",50.4,33859,1618,10.9,14.77,80.66,11.74,"43","164",386663142.026
"481010301","48101950100","48101","Cottle TX","9501.00","481010301","334","1 ","48","Census Tract 9501, Cottle County, Texas",50.4,33859,1618,10.9,14.77,80.66,11.74,"60","76",697923200.899
"481010401","48101950100","48101","Cottle TX","9501.00","481010401","416","1 ","48","Census Tract 9501, Cottle County, Texas",50.4,33859,1618,10.9,14.77,80.66,11.74,"46","98",448139676.585
"481090004","48109950300","48109","Culberson TX","9503.00","481090004","563","1 ","48","Census Tract 9503, Culberson County, Texas",30.4,35500,2480,28.8,71.69,83.91,0,"104","40",2473150980.05
"4810903-3","48109950300","48109","Culberson TX","9503.00","Vtng Dist 03-3","80","1 ","48","Census Tract 9503, Culberson County, Texas",30.4,35500,2480,28.8,71.69,83.91,0,"10","19",4521050738.76
"4810903-5","48109950300","48109","Culberson TX","9503.00","Vtng Dist 03-5","586","1 ","48","Census Tract 9503, Culberson County, Texas",30.4,35500,2480,28.8,71.69,83.91,0,"143","97",348518455.498
"481131103","48113009701","48113","Dallas TX","0097.01","Vtng Dist 1103","1896","1 ","48","Census Tract 97.01, Dallas County, Texas",42,40375,4412,16.04,69.31,49.03,4.87,"145","66",1133213.21406
"481131105","48113009701","48113","Dallas TX","0097.01","Vtng Dist 1105","2737","1 ","48","Census Tract 97.01, Dallas County, Texas",42,40375,4412,16.04,69.31,49.03,4.87,"521","459",1373488.78649
"481131112","48113009607","48113","Dallas TX","0096.07","Vtng Dist 1112","2264","1 ","48","Census Tract 96.07, Dallas County, Texas",49.3,72083,3938,12.01,42.36,63.13,4.49,"474","534",1322338.61021
"481131113","48113009607","48113","Dallas TX","0096.07","Vtng Dist 1113","1194","1 ","48","Census Tract 96.07, Dallas County, Texas",49.3,72083,3938,12.01,42.36,63.13,4.49,"339","417",1050355.63577
"481131114","48113009609","48113","Dallas TX","0096.09","Vtng Dist 1114","2880","1 ","48","Census Tract 96.09, Dallas County, Texas",44.3,107740,2966,2.29,5.87,98.04,1.55,"687","1170",2691008.19401
"481131115","48113013500","48113","Dallas TX","0135.00","Vtng Dist 1115","2459","1 ","48","Census Tract 135, Dallas County, Texas",44.6,190200,2611,1.46,3.22,88.74,1.23,"482","1049",2961696.00808
"481131117","48113009702","48113","Dallas TX","0097.02","Vtng Dist 1117","3060","1 ","48","Census Tract 97.02, Dallas County, Texas",43.3,85781,3052,1.9,13.89,93.77,2.03,"766","944",1876414.24219
"481131118","48113009500","48113","Dallas TX","0095.00","Vtng Dist 1118","2247","1 ","48","Census Tract 95, Dallas County, Texas",47.8,114449,2304,4.9,13.24,85.98,1.65,"553","883",2701089.28328
"481131119","48113007601","48113","Dallas TX","0076.01","Vtng Dist 1119","1897","1 ","48","Census Tract 76.01, Dallas County, Texas",48.3,150625,1906,1.47,9.13,94.39,3.93,"388","763",2732211.16026
"481131120","48113007804","48113","Dallas TX","0078.04","Vtng Dist 1120","5005","0.998 ","48","Census Tract 78.04, Dallas County, Texas",33,36933,5629,25.17,11.41,25.62,62.69,"1758","156",3262489.93319
"481131121","48113007810","48113","Dallas TX","0078.10","Vtng Dist 1121","2305","1 ","48","Census Tract 78.10, Dallas County, Texas",42.8,91544,3464,4.68,6,69.63,25.2,"537","648",1525565.03922
"481131122","48113009804","48113","Dallas TX","0098.04","Vtng Dist 1122","7418","0.735 ","48","Census Tract 98.04, Dallas County, Texas",30.2,23725,7824,51.88,95.97,17.88,1.11,"562","247",2656639.89841
"481131123","48113007805","48113","Dallas TX","0078.05","Vtng Dist 1123","3261","1 ","48","Census Tract 78.05, Dallas County, Texas",54.2,57000,3313,11.91,17.51,65.83,29.4,"990","688",2624101.14884
"481131124","48113007812","48113","Dallas TX","0078.12","Vtng Dist 1124","1919","1 ","48","Census Tract 78.12, Dallas County, Texas",41.7,141140,3202,1.62,5,93.5,3.09,"429","935",1058800.58145
"481131125","48113009802","48113","Dallas TX","0098.02","Vtng Dist 1125","4627","1 ","48","Census Tract 98.02, Dallas County, Texas",31.2,35625,6081,23.71,91.23,39.11,1.38,"376","158",1118314.44758
"481131126","48113007812","48113","Dallas TX","0078.12","Vtng Dist 1126","468","1 ","48","Census Tract 78.12, Dallas County, Texas",41.7,141140,3202,1.62,5,93.5,3.09,"96","234",1236735.11459
"481131128","48113009401","48113","Dallas TX","0094.01","Vtng Dist 1128","1000","1 ","48","Census Tract 94.01, Dallas County, Texas",40.9,46875,3604,7.74,59.85,56.27,3.88,"141","65",274023.616231
"481131129","48113009401","48113","Dallas TX","0094.01","Vtng Dist 1129","662","0.827 ","48","Census Tract 94.01, Dallas County, Texas",40.9,46875,3604,7.74,59.85,56.27,3.88,"113","75",337002.289395
"481131130","48113009402","48113","Dallas TX","0094.02","Vtng Dist 1130","2244","1 ","48","Census Tract 94.02, Dallas County, Texas",46,84167,2489,5.66,26.76,78.34,2.17,"651","749",1565499.06532
"481131131","48113020600","48113","Dallas TX","0206.00","Vtng Dist 1131","1443","0.997 ","48","Census Tract 206, Dallas County, Texas",45.6,200938,2280,0.35,1.67,96.18,0,"289","595",2701683.26611
"481131132","48113020600","48113","Dallas TX","0206.00","Vtng Dist 1132","1019","1 ","48","Census Tract 206, Dallas County, Texas",45.6,200938,2280,0.35,1.67,96.18,0,"199","460",2605585.81099
"481131134","48113009604","48113","Dallas TX","0096.04","Vtng Dist 1134","4807","1 ","48","Census Tract 96.04, Dallas County, Texas",48.1,52113,4169,21.54,31.16,65,11.42,"723","941",2355832.11006
"481131135","48113013200","48113","Dallas TX","0132.00","Vtng Dist 1135","3787","1 ","48","Census Tract 132, Dallas County, Texas",48,82288,6218,8.28,6.37,84.69,5.11,"795","1700",4588691.26956
"481131136","48113013200","48113","Dallas TX","0132.00","Vtng Dist 1136","2411","1 ","48","Census Tract 132, Dallas County, Texas",48,82288,6218,8.28,6.37,84.69,5.11,"473","412",767753.399283
"481131137","48113013400","48113","Dallas TX","0134.00","Vtng Dist 1137","1103","0.525 ","48","Census Tract 134, Dallas County, Texas",38.7,147500,2076,1.35,2.36,89.55,5.35,"440","850",2000587.16065
"481131138","48113013300","48113","Dallas TX","0133.00","Vtng Dist 1138","1987","1 ","48","Census Tract 133, Dallas County, Texas",42.7,214830,2277,0.31,10.19,93.19,1.27,"476","771",2482547.21035
"481131139","48113007815","48113","Dallas TX","0078.15","Vtng Dist 1139","4606","1 ","48","Census Tract 78.15, Dallas County, Texas",25,22354,5013,46.36,56.03,61.66,26.05,"394","128",951429.72976
"481131140","48113013101","48113","Dallas TX","0131.01","Vtng Dist 1140","2190","0.646 ","48","Census Tract 131.01, Dallas County, Texas",47.1,103321,2526,3.92,3.37,91.69,0,"814","955",2485137.42465
"481131141","48113007604","48113","Dallas TX","0076.04","Vtng Dist 1141","3261","1 ","48","Census Tract 76.04, Dallas County, Texas",45.4,215938,3293,4.13,3.25,92.17,0,"599","1411",2600857.33057
"481131143","48113013105","48113","Dallas TX","0131.05","Vtng Dist 1143","4926","0.871 ","48","Census Tract 131.05, Dallas County, Texas",37.9,29349,6071,24.74,44.46,60.25,21.1,"967","666",988311.281983
"481131144","48113007821","48113","Dallas TX","0078.21","Vtng Dist 1144","4446","1 ","48","Census Tract 78.21, Dallas County, Texas",25.3,30156,3879,21.94,41.14,51.12,27.3,"333","50",1217183.96733
"481131145","48113013104","48113","Dallas TX","0131.04","Vtng Dist 1145","887","0.585 ","48","Census Tract 131.04, Dallas County, Texas",42.1,46579,1045,10.53,11.67,82.49,7.66,"430","533",1178182.99888
"481131146","48113007700","48113","Dallas TX","0077.00","Vtng Dist 1146","2579","1 ","48","Census Tract 77, Dallas County, Texas",52.9,80815,4688,5.78,0.47,97.85,0,"545","1199",1303952.25916
"481131147","48113007700","48113","Dallas TX","0077.00","Vtng Dist 1147","2557","1 ","48","Census Tract 77, Dallas County, Texas",52.9,80815,4688,5.78,0.47,97.85,0,"461","1050",1295890.28547
"481131148","48113007801","48113","Dallas TX","0078.01","Vtng Dist 1148","2088","0.879 ","48","Census Tract 78.01, Dallas County, Texas",61.1,107361,2362,2.74,1.1,98.81,1.19,"472","1247",2759478.51702
"481131151","48113014001","48113","Dallas TX","0140.01","Vtng Dist 1151","2","1 ","48","Census Tract 140.01, Dallas County, Texas",37,64396,4282,12.12,35.85,85.03,5.11,"1","2",984879.716699
"481131200","48113000500","48113","Dallas TX","0005.00","Vtng Dist 1200","518","1 ","48","Census Tract 5, Dallas County, Texas",37.8,47928,4632,32.71,43.7,69.04,8.98,"160","191",255785.420252
"481131201","48113007302","48113","Dallas TX","0073.02","Vtng Dist 1201","4138","1 ","48","Census Tract 73.02, Dallas County, Texas",41.4,86853,3728,7.7,24.06,87.04,1.18,"806","1002",3669496.09267
"481131203","48113000701","48113","Dallas TX","0007.01","Vtng Dist 1203","4048","1 ","48","Census Tract 7.01, Dallas County, Texas",31.9,97361,3943,9.43,13.67,86.08,1.85,"1005","775",880043.313159
"481131204","48113000800","48113","Dallas TX","0008.00","Vtng Dist 1204","6355","0.951 ","48","Census Tract 8, Dallas County, Texas",26.2,33805,6078,29.55,72.23,55.1,9.77,"766","298",1612874.78523
"481131205","48113007301","48113","Dallas TX","0073.01","Vtng Dist 1205","1926","1 ","48","Census Tract 73.01, Dallas County, Texas",39.5,168750,1962,2.09,5.76,98.67,0,"334","837",1883349.09073
"481131208","48113019301","48113","Dallas TX","0193.01","Vtng Dist 1208","2942","0.773 ","48","Census Tract 193.01, Dallas County, Texas",38.2,166591,2847,0.46,7.76,99.4,0,"399","1785",1566842.45908
"481131209","48113007906","48113","Dallas TX","0079.06","Vtng Dist 1209","2454","1 ","48","Census Tract 79.06, Dallas County, Texas",46.2,111250,2302,6.17,4.69,97.52,0.61,"304","1032",1223834.88283
"481131212","48113000900","48113","Dallas TX","0009.00","Vtng Dist 1212","4437","1 ","48","Census Tract 9, Dallas County, Texas",27,30911,5127,38.43,81.02,76.44,0,"321","146",744258.691356
"481131214","48113007101","48113","Dallas TX","0071.01","Vtng Dist 1214","1854","1 ","48","Census Tract 71.01, Dallas County, Texas",42.5,105580,1800,1.89,4.06,94.44,0,"419","668",1179093.58098
"481131215","48113019502","48113","Dallas TX","0195.02","Vtng Dist 1215","3724","1 ","48","Census Tract 195.02, Dallas County, Texas",39.6,127000,4445,3.65,4.07,93.45,0.43,"480","1433",1346997.35003
"481131217","48113019302","48113","Dallas TX","0193.02","Vtng Dist 1217","3070","0.654 ","48","Census Tract 193.02, Dallas County, Texas",19.9,133750,5080,13.27,5.96,91.12,3.21,"381","664",1265000.56348
"481131218","48113019302","48113","Dallas TX","0193.02","Vtng Dist 1218","2145","1 ","48","Census Tract 193.02, Dallas County, Texas",19.9,133750,5080,13.27,5.96,91.12,3.21,"370","764",941280.590743
"481131219","48113007914","48113","Dallas TX","0079.14","Vtng Dist 1219","2363","1 ","48","Census Tract 79.14, Dallas County, Texas",34.2,44479,2026,21.37,10.96,78.08,8.69,"492","353",852849.185957
"481131221","48113001002","48113","Dallas TX","0010.02","Vtng Dist 1221","2115","0.898 ","48","Census Tract 10.02, Dallas County, Texas",31.5,52136,2265,8.04,51.83,67.86,0,"516","276",828460.096846
"481131222","48113019800","48113","Dallas TX","0198.00","Vtng Dist 1222","2113","1 ","48","Census Tract 198, Dallas County, Texas",45.6,224097,3930,2.95,4.25,97.74,0,"345","959",1069951.88995
"481131223","48113001001","48113","Dallas TX","0010.01","481131223","1602","0.802 ","48","Census Tract 10.01, Dallas County, Texas",37,70819,1566,1.98,25.67,88.38,0,"602","392",913884.379271
"481131224","48113001101","48113","Dallas TX","0011.01","Vtng Dist 1224","3117","1 ","48","Census Tract 11.01, Dallas County, Texas",31,65020,3681,12.56,30.35,85.49,0,"944","507",1219800.17844
"481131225","48113019800","48113","Dallas TX","0198.00","Vtng Dist 1225","2115","1 ","48","Census Tract 198, Dallas County, Texas",45.6,224097,3930,2.95,4.25,97.74,0,"347","1001",1554733.79941
"481131227","48113019600","48113","Dallas TX","0196.00","Vtng Dist 1227","1066","0.571 ","48","Census Tract 196, Dallas County, Texas",38.8,213125,2548,4.12,9.85,95.8,0,"386","810",1466132.61362
"481131228","48113000702","48113","Dallas TX","0007.02","Vtng Dist 1228","2758","1 ","48","Census Tract 7.02, Dallas County, Texas",33.8,58792,3033,20.28,26.41,84.83,2.01,"775","623",825099.780468
"481131229","48113000300","48113","Dallas TX","0003.00","Vtng Dist 1229","4080","1 ","48","Census Tract 3, Dallas County, Texas",33.4,82917,3852,7.63,21.21,88.73,0.57,"1025","993",1808918.77556
"481131230","48113000202","48113","Dallas TX","0002.02","Vtng Dist 1230","3409","1 ","48","Census Tract 2.02, Dallas County, Texas",34.5,77179,3380,4.62,11.8,88.96,1.42,"990","798",1596518.93179
"481131231","48113000201","48113","Dallas TX","0002.01","Vtng Dist 1231","2027","1 ","48","Census Tract 2.01, Dallas County, Texas",35.8,106157,3177,4.53,4.03,92.85,0,"513","651",1209662.15322
"481131233","48113000603","48113","Dallas TX","0006.03","Vtng Dist 1233","1878","0.481 ","48","Census Tract 6.03, Dallas County, Texas",38.2,67962,3614,5.81,9.13,88.02,5.15,"1535","851",1028458.31197
"481131234","48113000606","48113","Dallas TX","0006.06","Vtng Dist 1234","1348","0.576 ","48","Census Tract 6.06, Dallas County, Texas",50.1,100914,3073,5.6,4.13,91.44,1.82,"819","704",1028707.24324
"481131235","48113001102","48113","Dallas TX","0011.02","Vtng Dist 1235","2284","1 ","48","Census Tract 11.02, Dallas County, Texas",36.4,80000,2238,2.37,20.11,85.79,0.67,"641","493",874906.016887
"481131236","48113001400","48113","Dallas TX","0014.00","Vtng Dist 1236","165","1 ","48","Census Tract 14, Dallas County, Texas",30.1,42303,3544,28.87,40.8,77.71,12.87,"57","30",89735.2370182
"481131237","48113000605","48113","Dallas TX","0006.05","Vtng Dist 1237","718","1 ","48","Census Tract 6.05, Dallas County, Texas",39,68491,2182,8.07,8.57,66.32,11.23,"182","153",53923.768804
"481131238","48113001600","48113","Dallas TX","0016.00","Vtng Dist 1238","361","1 ","48","Census Tract 16, Dallas County, Texas",30.6,35781,4353,46.34,27.45,41.05,41.33,"83","14",54204.1501659
"481131239","48113000606","48113","Dallas TX","0006.06","Vtng Dist 1239","7","1 ","48","Census Tract 6.06, Dallas County, Texas",50.1,100914,3073,5.6,4.13,91.44,1.82,"0","0",7958.03014263
"481131240","48113000606","48113","Dallas TX","0006.06","Vtng Dist 1240","1","1 ","48","Census Tract 6.06, Dallas County, Texas",50.1,100914,3073,5.6,4.13,91.44,1.82,"0","0",1451.51036888
"481131243","48113019800","48113","Dallas TX","0198.00","481131243","24","1 ","48","Census Tract 198, Dallas County, Texas",45.6,224097,3930,2.95,4.25,97.74,0,"7","30",18376.8884521
"481131400","48113014002","48113","Dallas TX","0140.02","Vtng Dist 1400","175","1 ","48","Census Tract 140.02, Dallas County, Texas",61,37361,463,17.71,7.13,100,0,"27","58",18834626.4228
"481131401","48113020700","48113","Dallas TX","0207.00","Vtng Dist 1401","4857","1 ","48","Census Tract 207, Dallas County, Texas",44.1,73423,4885,2.33,22.78,82.42,9.19,"960","1438",5587417.99728
"481131404","48113013720","48113","Dallas TX","0137.20","Vtng Dist 1404","4270","1 ","48","Census Tract 137.20, Dallas County, Texas",35.4,58852,5678,12.4,37.64,72.58,6.34,"587","558",1845698.66609
"481131405","48113013721","48113","Dallas TX","0137.21","Vtng Dist 1405","3973","0.824 ","48","Census Tract 137.21, Dallas County, Texas",45.3,92581,5724,2.41,12.46,70.75,9.15,"885","1486",2764243.41206
"481131407","48113013716","48113","Dallas TX","0137.16","Vtng Dist 1407","4452","0.59 ","48","Census Tract 137.16, Dallas County, Texas",41,55938,4441,12.08,38.87,77.62,3.99,"972","1123",5000880.43313
"481131411","48113013725","48113","Dallas TX","0137.25","Vtng Dist 1411","3615","0.956 ","48","Census Tract 137.25, Dallas County, Texas",30.6,42000,3747,16.55,35.58,68.96,19.14,"584","453",1279878.10698
"481131500","48113013711","48113","Dallas TX","0137.11","Vtng Dist 1500","2867","0.554 ","48","Census Tract 137.11, Dallas County, Texas",24.8,31971,2856,18.91,74.37,74.19,6.02,"456","485",1383761.75213
"481131501","48113013803","48113","Dallas TX","0138.03","Vtng Dist 1501","2961","1 ","48","Census Tract 138.03, Dallas County, Texas",45.5,71722,5859,3.06,25.93,87.85,2.12,"561","1176",3428383.58839
"481131502","48113013901","48113","Dallas TX","0139.01","Vtng Dist 1502","3298","0.958 ","48","Census Tract 139.01, Dallas County, Texas",31.8,49385,3154,8.66,78.85,81.67,0.54,"431","252",1399882.527
"481131503","48113013902","48113","Dallas TX","0139.02","Vtng Dist 1503","4184","1 ","48","Census Tract 139.02, Dallas County, Texas",40.4,51549,4089,13.99,41.33,85.69,1.52,"688","907",2510099.69987
"481131504","48113014001","48113","Dallas TX","0140.01","Vtng Dist 1504","152","1 ","48","Census Tract 140.01, Dallas County, Texas",37,64396,4282,12.12,35.85,85.03,5.11,"37","53",4815909.79739
"481131505","48113014001","48113","Dallas TX","0140.01","Vtng Dist 1505","3551","1 ","48","Census Tract 140.01, Dallas County, Texas",37,64396,4282,12.12,35.85,85.03,5.11,"507","901",2116987.14526
"481131506","48113013803","48113","Dallas TX","0138.03","Vtng Dist 1506","2696","0.517 ","48","Census Tract 138.03, Dallas County, Texas",45.5,71722,5859,3.06,25.93,87.85,2.12,"687","1091",7250649.21965
"481131507","48113013804","48113","Dallas TX","0138.04","Vtng Dist 1507","1988","1 ","48","Census Tract 138.04, Dallas County, Texas",48.1,51914,3284,5.54,40.93,73.45,5.3,"333","451",1555627.905
"481131508","48113013804","48113","Dallas TX","0138.04","Vtng Dist 1508","1181","1 ","48","Census Tract 138.04, Dallas County, Texas",48.1,51914,3284,5.54,40.93,73.45,5.3,"210","265",598381.388852
"481131509","48113014002","48113","Dallas TX","0140.02","Vtng Dist 1509","34","1 ","48","Census Tract 140.02, Dallas County, Texas",61,37361,463,17.71,7.13,100,0,"0","4",3151604.68868
"481131511","48113009900","48113","Dallas TX","0099.00","481131511","734","1 ","48","Census Tract 99, Dallas County, Texas",33,33750,2329,20.18,54.4,40.36,3.01,"72","57",2413671.22748
"481131600","48113013726","48113","Dallas TX","0137.26","Vtng Dist 1600","2673","0.667 ","48","Census Tract 137.26, Dallas County, Texas",44.7,68561,2761,6.74,31.37,81.09,7.93,"777","1220",6100331.62596
"481131601","48113013805","48113","Dallas TX","0138.05","Vtng Dist 1601","2357","1 ","48","Census Tract 138.05, Dallas County, Texas",25.5,29540,3830,32.46,70.73,70.16,4.75,"254","94",624031.678589
"481131602","48113013616","48113","Dallas TX","0136.16","Vtng Dist 1602","4152","0.62 ","48","Census Tract 136.16, Dallas County, Texas",32.9,53611,4549,10.18,22.14,62.59,12.02,"1131","1233",4700652.03351
"481131700","48113019206","48113","Dallas TX","0192.06","Vtng Dist 1700","3994","0.959 ","48","Census Tract 192.06, Dallas County, Texas",34.8,35219,5624,36.37,16.89,71.75,6.05,"625","762",2970741.96353
"481131701","48113019210","48113","Dallas TX","0192.10","Vtng Dist 1701","1766","1 ","48","Census Tract 192.10, Dallas County, Texas",45.6,106354,3886,3.91,7.49,93.23,0,"346","718",1282501.0318
"481131702","48113019210","48113","Dallas TX","0192.10","Vtng Dist 1702","2178","1 ","48","Census Tract 192.10, Dallas County, Texas",45.6,106354,3886,3.91,7.49,93.23,0,"338","1012",1748524.52565
"481131703","48113019205","48113","Dallas TX","0192.05","Vtng Dist 1703","3088","1 ","48","Census Tract 192.05, Dallas County, Texas",44.8,98750,3459,0.95,6.36,91.93,5.81,"642","1401",2085807.08139
"481131704","48113019206","48113","Dallas TX","0192.06","Vtng Dist 1704","1454","0.762 ","48","Census Tract 192.06, Dallas County, Texas",34.8,35219,5624,36.37,16.89,71.75,6.05,"354","614",1135849.37126
