"vtd.key1","tract.key","county","cntyname","tract","vtdname","pop10","afact","state","NAME","medianage","income","totalpop","poverty","hispanic","white","black","Pres_D_08","Pres_R_08","Shape_area"
"481134437","48113004201","48113","Dallas TX","0042.01","481134437","728","1 ","48","Census Tract 42.01, Dallas County, Texas",38.7,41721,3548,19.48,56.09,80.33,5.5,"225","221",1056270.33481
"481134438","48113010601","48113","Dallas TX","0106.01","481134438","4743","0.612 ","48","Census Tract 106.01, Dallas County, Texas",26,37453,6413,23.45,96.32,54.95,0.34,"974","219",7090579.33845
"481134439","48113004300","48113","Dallas TX","0043.00","481134439","868","1 ","48","Census Tract 43, Dallas County, Texas",22.7,37225,2456,34.73,74.88,63.64,19.99,"131","20",2344852.36144
"481134440","48113004300","48113","Dallas TX","0043.00","481134440","1381","1 ","48","Census Tract 43, Dallas County, Texas",22.7,37225,2456,34.73,74.88,63.64,19.99,"122","66",1947916.25339
"481134441","48113010101","48113","Dallas TX","0101.01","481134441","836","0.51 ","48","Census Tract 101.01, Dallas County, Texas",21.2,23205,4287,38.99,54.37,35.69,43.01,"289","20",531484.962785
"481134442","48113010102","48113","Dallas TX","0101.02","481134442","2376","1 ","48","Census Tract 101.02, Dallas County, Texas",31.6,28847,3342,32.65,92.43,55.51,4.58,"307","86",1463134.72697
"481134443","48113000406","48113","Dallas TX","0004.06","481134443","6012","0.889 ","48","Census Tract 4.06, Dallas County, Texas",30.3,32546,7599,34.23,85.73,29.06,0.29,"749","267",20633728.08
"481134444","48113007201","48113","Dallas TX","0072.01","481134444","8211","0.639 ","48","Census Tract 72.01, Dallas County, Texas",23.1,28920,9490,32.12,91.56,26.36,5.63,"305","94",10153326.2418
"481134445","48113007202","48113","Dallas TX","0072.02","481134445","2988","0.707 ","48","Census Tract 72.02, Dallas County, Texas",29.4,26357,8274,34,98.14,27.64,1.08,"84","20",785904.764114
"481134447","48113010801","48113","Dallas TX","0108.01","481134447","302","1 ","48","Census Tract 108.01, Dallas County, Texas",30.4,33884,8784,19.15,69.85,63.19,17.42,"24","19",160419.046387
"481134500","48113016523","48113","Dallas TX","0165.23","Vtng Dist 4500","471","1 ","48","Census Tract 165.23, Dallas County, Texas",47.3,74250,3770,2.71,9.39,69.36,19.1,"119","69",8206080.00421
"481134502","48113016411","48113","Dallas TX","0164.11","Vtng Dist 4502","2210","0.649 ","48","Census Tract 164.11, Dallas County, Texas",28.4,65566,8381,7.94,31.05,60.98,20.57,"653","739",2532493.13689
"481134503","48113016413","48113","Dallas TX","0164.13","Vtng Dist 4503","6808","1 ","48","Census Tract 164.13, Dallas County, Texas",33.3,71321,7030,5.2,26.07,50.1,29.53,"1448","1062",3227144.34586
"481134504","48113016401","48113","Dallas TX","0164.01","Vtng Dist 4504","6777","0.57 ","48","Census Tract 164.01, Dallas County, Texas",32.3,62040,8501,7.95,41.51,56.18,23.21,"1675","945",9852136.72591
"481134505","48113016401","48113","Dallas TX","0164.01","Vtng Dist 4505","3218","1 ","48","Census Tract 164.01, Dallas County, Texas",32.3,62040,8501,7.95,41.51,56.18,23.21,"551","495",1455281.76844
"481134507","48113016408","48113","Dallas TX","0164.08","Vtng Dist 4507","3633","1 ","48","Census Tract 164.08, Dallas County, Texas",34.6,59952,6920,14.12,52.17,72.28,13.64,"637","662",1710580.06903
"481134509","48113016407","48113","Dallas TX","0164.07","Vtng Dist 4509","2111","0.513 ","48","Census Tract 164.07, Dallas County, Texas",34.2,39327,7349,28.72,57.03,62.73,14.3,"511","354",1357778.95158
"481134510","48113016100","48113","Dallas TX","0161.00","481134510","1642","1 ","48","Census Tract 161, Dallas County, Texas",34.4,26286,3598,25.93,28.68,49.33,40.41,"512","17",3133346.03781
"481134511","48113016202","48113","Dallas TX","0162.02","481134511","3222","0.557 ","48","Census Tract 162.02, Dallas County, Texas",30.6,36250,7068,22.2,55.67,67.59,6.47,"518","736",2800221.86419
"481134512","48113016201","48113","Dallas TX","0162.01","481134512","2407","0.511 ","48","Census Tract 162.01, Dallas County, Texas",35,40083,3783,20.06,59.19,64.39,9.38,"507","641",2924538.34627
"481134513","48113016301","48113","Dallas TX","0163.01","481134513","2826","0.74 ","48","Census Tract 163.01, Dallas County, Texas",30.6,50290,5449,11.54,66.42,53.92,12.53,"349","288",1659708.83953
"481134514","48113016001","48113","Dallas TX","0160.01","481134514","4087","0.834 ","48","Census Tract 160.01, Dallas County, Texas",32.1,40604,3831,18.82,62.44,82.25,1.8,"437","432",2144736.98171
"481134515","48113016002","48113","Dallas TX","0160.02","481134515","2855","0.473 ","48","Census Tract 160.02, Dallas County, Texas",27.8,28250,2717,27.46,72.91,73.35,5.82,"446","502",2682830.7906
"481134516","48113015404","48113","Dallas TX","0154.04","481134516","4462","0.597 ","48","Census Tract 154.04, Dallas County, Texas",27.1,34850,4525,28.18,59.03,54.92,25.17,"675","520",3494987.52379
"481134517","48113015500","48113","Dallas TX","0155.00","481134517","3550","1 ","48","Census Tract 155, Dallas County, Texas",29.8,31677,4509,32.91,55.82,73.61,4.99,"276","535",3605165.68146
"481134518","48113015600","48113","Dallas TX","0156.00","481134518","4834","1 ","48","Census Tract 156, Dallas County, Texas",37.5,30323,5120,19.43,76.88,56,7.23,"376","237",2416880.87708
"481134519","48113015700","48113","Dallas TX","0157.00","481134519","1682","0.842 ","48","Census Tract 157, Dallas County, Texas",24.9,36690,2106,30.2,70.37,73.84,0.43,"99","96",5566954.2282
"481134520","48113015401","48113","Dallas TX","0154.01","481134520","5383","1 ","48","Census Tract 154.01, Dallas County, Texas",46.1,53139,5657,4.28,19.39,75.78,10.61,"755","1417",5949102.98021
"481134521","48113015401","48113","Dallas TX","0154.01","481134521","731","1 ","48","Census Tract 154.01, Dallas County, Texas",46.1,53139,5657,4.28,19.39,75.78,10.61,"116","64",755816.860892
"481134523","48113015800","48113","Dallas TX","0158.00","481134523","2114","0.639 ","48","Census Tract 158, Dallas County, Texas",36.1,40753,2133,23.4,61.98,91.7,1.55,"267","228",4870860.85489
"481134525","48113015304","48113","Dallas TX","0153.04","481134525","3452","0.623 ","48","Census Tract 153.04, Dallas County, Texas",40.2,34125,2974,13.45,43.75,73.57,5.65,"417","477",19319634.9678
"481134527","48113015304","48113","Dallas TX","0153.04","481134527","6","1 ","48","Census Tract 153.04, Dallas County, Texas",40.2,34125,2974,13.45,43.75,73.57,5.65,"0","0",2790212.86033
"481134528","48113016412","48113","Dallas TX","0164.12","481134528","4357","1 ","48","Census Tract 164.12, Dallas County, Texas",38.9,99896,3878,1.34,11.4,49.54,31.82,"962","951",5197040.61856
"481134600","48113015306","48113","Dallas TX","0153.06","Vtng Dist 4600","4014","1 ","48","Census Tract 153.06, Dallas County, Texas",40.6,51339,4561,14.33,29.64,63.06,12.87,"450","644",4669239.34926
"481134601","48113015204","48113","Dallas TX","0152.04","Vtng Dist 4601","7438","1 ","48","Census Tract 152.04, Dallas County, Texas",33.3,50942,7339,19.49,45.24,81.37,0.87,"977","1370",3273452.99536
"481134602","48113015000","48113","Dallas TX","0150.00","Vtng Dist 4602","6188","1 ","48","Census Tract 150, Dallas County, Texas",31,36780,7774,18.96,60.48,75.06,3.45,"597","732",7854361.68833
"481134603","48113020100","48113","Dallas TX","0201.00","Vtng Dist 4603","252","1 ","48","Census Tract 201, Dallas County, Texas",37.9,31979,2437,26.32,55.52,69.76,5.29,"19","10",2197113.58931
"481134604","48113015100","48113","Dallas TX","0151.00","Vtng Dist 4604","6509","1 ","48","Census Tract 151, Dallas County, Texas",32.4,48207,6743,16.85,56.28,63.77,1.68,"733","839",3795848.99649
"481134605","48113015305","48113","Dallas TX","0153.05","Vtng Dist 4605","4297","0.81 ","48","Census Tract 153.05, Dallas County, Texas",27.9,52459,4622,9.75,59.52,81.24,3.31,"639","819",2534252.91004
"481134606","48113015205","48113","Dallas TX","0152.05","Vtng Dist 4606","4078","0.509 ","48","Census Tract 152.05, Dallas County, Texas",30.4,31031,3523,22.54,73.57,78.82,1.65,"757","911",2478530.82633
"481134607","48113014902","48113","Dallas TX","0149.02","Vtng Dist 4607","2416","0.362 ","48","Census Tract 149.02, Dallas County, Texas",33.4,31523,2524,27.73,65.89,49.37,9.83,"495","373",3770216.65596
"481134609","48113014403","48113","Dallas TX","0144.03","Vtng Dist 4609","3909","0.594 ","48","Census Tract 144.03, Dallas County, Texas",27.4,38713,3708,23.31,45.9,50.27,28.86,"1061","608",5869764.37779
"481134610","48113014407","48113","Dallas TX","0144.07","Vtng Dist 4610","4881","0.679 ","48","Census Tract 144.07, Dallas County, Texas",29.3,28218,4891,22.19,55.31,69.35,15.68,"838","430",3096715.81074
"481134611","48113014406","48113","Dallas TX","0144.06","Vtng Dist 4611","4617","0.803 ","48","Census Tract 144.06, Dallas County, Texas",31.6,40547,5029,28.02,59.79,65.88,6.78,"559","947",2341786.01629
"481134613","48113014502","48113","Dallas TX","0145.02","Vtng Dist 4613","3708","0.777 ","48","Census Tract 145.02, Dallas County, Texas",34.9,37031,4443,19.02,57.42,72.25,3.49,"424","594",1789733.01023
"481134615","48113014601","48113","Dallas TX","0146.01","Vtng Dist 4615","1341","0.867 ","48","Census Tract 146.01, Dallas County, Texas",34,49792,2251,9.47,55.18,82.76,1.73,"200","353",874018.175239
"481134617","48113014702","48113","Dallas TX","0147.02","Vtng Dist 4617","297","1 ","48","Census Tract 147.02, Dallas County, Texas",31.5,34573,3911,30.81,76.27,78.01,0,"34","77",276227.204449
"481134618","48113014405","48113","Dallas TX","0144.05","Vtng Dist 4618","1715","1 ","48","Census Tract 144.05, Dallas County, Texas",31.6,38750,3704,16.17,69.98,71.92,0.67,"167","207",1209987.67224
"481134619","48113014501","48113","Dallas TX","0145.01","Vtng Dist 4619","2104","1 ","48","Census Tract 145.01, Dallas County, Texas",40.7,58005,3510,15.09,51.79,74.05,5.01,"315","623",1456967.12788
"481134620","48113014701","48113","Dallas TX","0147.01","481134620","4666","0.56 ","48","Census Tract 147.01, Dallas County, Texas",25.8,32679,4176,22.94,79.05,68.01,8.31,"610","719",2881752.36997
"481134621","48113014103","48113","Dallas TX","0141.03","481134621","9","1 ","48","Census Tract 141.03, Dallas County, Texas",27.1,24784,2809,32.65,39.55,41.01,28.76,"4","1",23426243.9141
"481134622","48113014116","48113","Dallas TX","0141.16","481134622","4542","0.588 ","48","Census Tract 141.16, Dallas County, Texas",23.9,37163,4153,20.83,27.31,42.93,36.5,"1261","659",3696081.66937
"481134623","48113014115","48113","Dallas TX","0141.15","481134623","3388","1 ","48","Census Tract 141.15, Dallas County, Texas",36,53425,6477,10.81,47.85,72.21,7.7,"533","619",2079068.46687
"481134624","48113014306","48113","Dallas TX","0143.06","481134624","5462","1 ","48","Census Tract 143.06, Dallas County, Texas",35.7,47118,5056,14.79,61.35,70.19,8.92,"669","692",2310147.20991
"481134625","48113014302","48113","Dallas TX","0143.02","481134625","4057","1 ","48","Census Tract 143.02, Dallas County, Texas",33.5,44131,7125,11.52,53.71,82.75,4.08,"436","561",1525954.00182
"481134626","48113014307","48113","Dallas TX","0143.07","481134626","2078","0.508 ","48","Census Tract 143.07, Dallas County, Texas",40.9,57287,4509,10.95,15.52,81.95,5.61,"586","847",1525883.16218
"481134627","48113014203","48113","Dallas TX","0142.03","481134627","1893","0.827 ","48","Census Tract 142.03, Dallas County, Texas",46.5,51883,3002,10.16,40.84,67.59,11.73,"347","581",2009755.46839
"481134628","48113014206","48113","Dallas TX","0142.06","481134628","3877","0.467 ","48","Census Tract 142.06, Dallas County, Texas",31.6,66037,2553,6.97,16.57,73.44,7.52,"1067","1499",10335693.4881
"481134630","48113014113","48113","Dallas TX","0141.13","481134630","4670","0.45 ","48","Census Tract 141.13, Dallas County, Texas",30.8,44167,4430,13.25,29.26,51.31,22.05,"1865","656",2615701.99218
"481134631","48113014309","48113","Dallas TX","0143.09","481134631","4385","0.472 ","48","Census Tract 143.09, Dallas County, Texas",22.1,26825,4452,36.66,47.28,46.34,24.93,"1247","600",2140338.33644
"481134632","48113014312","48113","Dallas TX","0143.12","481134632","1575","0.635 ","48","Census Tract 143.12, Dallas County, Texas",38.2,67807,4596,3.89,7.94,52.33,16.71,"449","568",1083536.29439
"481134633","48113014307","48113","Dallas TX","0143.07","481134633","1833","0.925 ","48","Census Tract 143.07, Dallas County, Texas",40.9,57287,4509,10.95,15.52,81.95,5.61,"323","544",924492.448019
"481134634","48113014103","48113","Dallas TX","0141.03","481134634","1691","0.563 ","48","Census Tract 141.03, Dallas County, Texas",27.1,24784,2809,32.65,39.55,41.01,28.76,"471","192",9625447.51246
"481134635","48113014311","48113","Dallas TX","0143.11","481134635","4971","1 ","48","Census Tract 143.11, Dallas County, Texas",37,65700,4660,10.92,3.24,13.93,6.72,"369","144",894227.219219
"481134636","48113014312","48113","Dallas TX","0143.12","481134636","3848","0.988 ","48","Census Tract 143.12, Dallas County, Texas",38.2,67807,4596,3.89,7.94,52.33,16.71,"493","757",5856483.07035
"481134637","48113014136","48113","Dallas TX","0141.36","481134637","2330","0.562 ","48","Census Tract 141.36, Dallas County, Texas",32.5,45677,5049,9.92,13.78,43.18,25.03,"502","377",7521963.49785
"481134640","48113014124","48113","Dallas TX","0141.24","481134640","4126","0.356 ","48","Census Tract 141.24, Dallas County, Texas",44.6,166544,3911,1.18,5.37,61.21,3.73,"1577","1814",8732325.28767
"481134642","48113014127","48113","Dallas TX","0141.27","481134642","7929","0.88 ","48","Census Tract 141.27, Dallas County, Texas",33.5,64178,7936,5.41,5.52,31.45,12.55,"1178","852",2804228.91183
"481134643","48113014130","48113","Dallas TX","0141.30","481134643","3978","0.511 ","48","Census Tract 141.30, Dallas County, Texas",36.8,71473,3697,3.65,15.31,49.88,8.74,"1449","1281",2963838.39097
"481134644","48113014129","48113","Dallas TX","0141.29","481134644","4561","0.619 ","48","Census Tract 141.29, Dallas County, Texas",31.5,68727,3867,3.62,9.44,39.93,11.82,"1179","971",3984250.83047
"481134646","48113014308","48113","Dallas TX","0143.08","481134646","2122","0.875 ","48","Census Tract 143.08, Dallas County, Texas",23.8,30210,4948,30.32,66.61,66.92,12.13,"170","116",709976.546201
"481134647","48113014310","48113","Dallas TX","0143.10","481134647","886","1 ","48","Census Tract 143.10, Dallas County, Texas",34.4,41394,4373,15.85,22.07,52.8,34.26,"89","131",527132.910425
"481134648","48113014302","48113","Dallas TX","0143.02","481134648","1100","1 ","48","Census Tract 143.02, Dallas County, Texas",33.5,44131,7125,11.52,53.71,82.75,4.08,"158","167",337556.702454
"481134649","48113014302","48113","Dallas TX","0143.02","481134649","461","1 ","48","Census Tract 143.02, Dallas County, Texas",33.5,44131,7125,11.52,53.71,82.75,4.08,"41","55",216199.648274
"481134650","48113014124","48113","Dallas TX","0141.24","481134650","7","1 ","48","Census Tract 141.24, Dallas County, Texas",44.6,166544,3911,1.18,5.37,61.21,3.73,"0","3",3291053.1368
"481134651","48113014132","48113","Dallas TX","0141.32","481134651","2169","0.951 ","48","Census Tract 141.32, Dallas County, Texas",35.3,69048,2315,12.35,9.68,46.87,23.97,"613","379",2671939.05576
"481134701","48113014119","48113","Dallas TX","0141.19","Vtng Dist 4701","4145","0.981 ","48","Census Tract 141.19, Dallas County, Texas",41.1,98868,4118,0.92,8.21,82.15,0.51,"600","1569",3438571.14915
"481134702","48113014126","48113","Dallas TX","0141.26","481134702","5649","1 ","48","Census Tract 141.26, Dallas County, Texas",38.1,115152,5508,2.89,8.61,84.75,0.91,"742","1758",4172124.4737
"481134703","48113014120","48113","Dallas TX","0141.20","481134703","1673","1 ","48","Census Tract 141.20, Dallas County, Texas",40.2,117895,4854,0.17,10.3,88.81,1.73,"300","793",1093169.17933
"481134704","48113014120","48113","Dallas TX","0141.20","481134704","3364","1 ","48","Census Tract 141.20, Dallas County, Texas",40.2,117895,4854,0.17,10.3,88.81,1.73,"512","1121",1987870.8452
"481134705","48113014134","48113","Dallas TX","0141.34","481134705","3287","0.502 ","48","Census Tract 141.34, Dallas County, Texas",39.6,124196,3826,0.63,4.03,63.85,0.55,"883","1874",3766329.12479
"481134706","48113014123","48113","Dallas TX","0141.23","481134706","2229","0.532 ","48","Census Tract 141.23, Dallas County, Texas",38.3,128438,5817,1.89,9.25,80.85,2.25,"626","1260",1753938.67281
"481134707","48113014123","48113","Dallas TX","0141.23","481134707","3641","1 ","48","Census Tract 141.23, Dallas County, Texas",38.3,128438,5817,1.89,9.25,80.85,2.25,"581","1055",2358750.12192
"481134708","48113020000","48113","Dallas TX","0200.00","481134708","90","0.744 ","48","Census Tract 200, Dallas County, Texas",37.6,129205,4058,3.47,12.91,70.53,5.57,"10","25",11382817.3581
"481134709","48113020000","48113","Dallas TX","0200.00","481134709","4172","1 ","48","Census Tract 200, Dallas County, Texas",37.6,129205,4058,3.47,12.91,70.53,5.57,"553","1220",3759320.94721
"481134710","48113014121","48113","Dallas TX","0141.21","481134710","5162","1 ","48","Census Tract 141.21, Dallas County, Texas",38.4,58125,4861,7.12,6.95,61.12,17.86,"846","1006",4000916.79095
"481210119","48121021527","48121","Denton TX","0215.27","481210119","6038","0.601 ","48","Census Tract 215.27, Denton County, Texas",30.6,130070,5609,3.53,5.94,85.84,3.41,"1032","2315",5462883.94717
"481210129","48121021404","48121","Denton TX","0214.04","481210129","3013","0.599 ","48","Census Tract 214.04, Denton County, Texas",38.2,87031,7434,1.75,7.76,85.47,5.47,"707","1544",6778177.74893
"481210130","48121020115","48121","Denton TX","0201.15","481210130","4853","0.734 ","48","Census Tract 201.15, Denton County, Texas",36,63661,4184,8.27,30.59,82.39,3.94,"698","1645",48421059.5336
"481210131","48121021800","48121","Denton TX","0218.00","481210131","3796","0.389 ","48","Census Tract 218, Denton County, Texas",42.5,159444,3363,2.56,3.66,88.28,2.26,"1090","2868",13015128.7425
"481210132","48121021301","48121","Denton TX","0213.01","481210132","684","1 ","48","Census Tract 213.01, Denton County, Texas",22.7,26250,2008,31.77,9.71,71.51,20.52,"132","79",255684.818686
"481210133","48121020504","48121","Denton TX","0205.04","481210133","1072","1 ","48","Census Tract 205.04, Denton County, Texas",27.6,44009,2646,15.19,47.69,86.39,2.49,"87","102",10690036.7794
"481210135","48121020113","48121","Denton TX","0201.13","481210135","9191","0.681 ","48","Census Tract 201.13, Denton County, Texas",30.4,76195,8336,4.8,25.5,71.67,16.23,"2105","2310",7781098.29964
"481210136","48121021408","48121","Denton TX","0214.08","481210136","3506","0.759 ","48","Census Tract 214.08, Denton County, Texas",34.7,92758,6294,0.44,12.5,83.41,5.4,"662","1428",6259245.34862
"481210137","48121021526","48121","Denton TX","0215.26","481210137","6031","1 ","48","Census Tract 215.26, Denton County, Texas",35,122464,4850,0.31,7.13,80.14,8.08,"815","1662",5796511.95051
"481210138","48121021517","48121","Denton TX","0215.17","481210138","1235","0.99 ","48","Census Tract 215.17, Denton County, Texas",29.9,88972,1468,4.22,6.34,40.94,7.02,"40","29",9449566.86718
"481210140","48121021515","48121","Denton TX","0215.15","481210140","3083","1 ","48","Census Tract 215.15, Denton County, Texas",39.9,73661,3721,8.92,23.38,89.01,4.51,"1007","1957",8686433.13536
"481210141","48121021407","48121","Denton TX","0214.07","481210141","4882","0.999 ","48","Census Tract 214.07, Denton County, Texas",35.5,68731,5790,11.52,32.07,73.87,7.06,"276","415",3736974.74949
"481210142","48121020106","48121","Denton TX","0201.06","481210142","5057","0.863 ","48","Census Tract 201.06, Denton County, Texas",29.9,82609,5082,2.84,10.65,84.08,4.64,"376","817",44758534.3762
"481210143","48121020108","48121","Denton TX","0201.08","481210143","6917","1 ","48","Census Tract 201.08, Denton County, Texas",28.8,77188,5876,6.48,19.37,74.29,14.53,"531","582",25794324.207
"481210218","48121021628","48121","Denton TX","0216.28","Vtng Dist 0218","3971","0.733 ","48","Census Tract 216.28, Denton County, Texas",38.3,74312,6443,5.56,14.78,79.71,8.23,"806","1158",2424915.54877
"481210219","48121021519","48121","Denton TX","0215.19","Vtng Dist 0219","3214","0.82 ","48","Census Tract 215.19, Denton County, Texas",33.7,80409,10436,3.48,17.16,72.53,10.04,"577","705",1517455.2108
"481210221","48121021627","48121","Denton TX","0216.27","Vtng Dist 0221","2591","0.989 ","48","Census Tract 216.27, Denton County, Texas",36.9,61519,5811,3.41,4.15,80.57,4.2,"334","388",10190645.624
"481210313","48121021513","48121","Denton TX","0215.13","Vtng Dist 0313","2363","1 ","48","Census Tract 215.13, Denton County, Texas",43.3,106516,3633,1.68,6.11,98.46,0,"417","1063",3683652.50836
"481210319","48121021731","48121","Denton TX","0217.31","Vtng Dist 0319","3020","1 ","48","Census Tract 217.31, Denton County, Texas",38.2,97321,3693,0.68,11.7,73.44,11.4,"568","896",1750831.52321
"481210322","48121021719","48121","Denton TX","0217.19","Vtng Dist 0322","3166","1 ","48","Census Tract 217.19, Denton County, Texas",39.3,121635,3956,4.78,7.38,88.12,3.19,"469","1063",2525829.15325
"481210323","48121021722","48121","Denton TX","0217.22","Vtng Dist 0323","4050","1 ","48","Census Tract 217.22, Denton County, Texas",35.7,67356,3963,7.22,10.12,86,3.86,"608","1149",2468028.46533
"481210411","48121020309","48121","Denton TX","0203.09","Vtng Dist 0411","3853","0.51 ","48","Census Tract 203.09, Denton County, Texas",33.5,73399,8156,6.51,11.79,93.88,0.45,"1187","2858",164327312.78
"481210414","48121020303","48121","Denton TX","0203.03","Vtng Dist 0414","4001","1 ","48","Census Tract 203.03, Denton County, Texas",39.4,107273,8963,5.58,10.89,93.35,1.1,"412","1780",32629085.2628
"481210423","48121021748","48121","Denton TX","0217.48","Vtng Dist 0423","4067","1 ","48","Census Tract 217.48, Denton County, Texas",37.1,114554,3987,1.3,6.97,95.69,0,"578","1550",2856715.70695
"481210426","48121020602","48121","Denton TX","0206.02","Vtng Dist 0426","2821","1 ","48","Census Tract 206.02, Denton County, Texas",32.8,45869,7939,20.6,33.83,60.94,16.29,"493","464",1591691.70997
"481210427","48121021304","48121","Denton TX","0213.04","Vtng Dist 0427","1591","1 ","48","Census Tract 213.04, Denton County, Texas",35.8,53625,5993,20.52,18.35,70.28,9.79,"285","167",3073875.28314
"481210429","48121021301","48121","Denton TX","0213.01","Vtng Dist 0429","2684","1 ","48","Census Tract 213.01, Denton County, Texas",22.7,26250,2008,31.77,9.71,71.51,20.52,"275","103",1128239.88508
"481210430","48121020308","48121","Denton TX","0203.08","Vtng Dist 0430","6645","1 ","48","Census Tract 203.08, Denton County, Texas",32.1,70419,9273,5.38,18.07,87.24,4.54,"88","213",61225684.1973
"481350203","48135002400","48135","Ector TX","0024.00","Vtng Dist 0203","5189","1 ","48","Census Tract 24, Ector County, Texas",44,66332,4390,12.37,18.38,86.88,4.99,"350","1745",5226286.72287
"481350204","48135000400","48135","Ector TX","0004.00","Vtng Dist 0204","2256","1 ","48","Census Tract 4, Ector County, Texas",34.6,55897,4698,3.39,33.78,91.21,2.83,"197","843",1877036.17756
"481350208","48135002503","48135","Ector TX","0025.03","481350208","2718","0.55 ","48","Census Tract 25.03, Ector County, Texas",28.5,54563,5531,17.05,35.45,85.21,1.59,"278","1353",2082730.65418
"481350209","48135002300","48135","Ector TX","0023.00","481350209","2873","1 ","48","Census Tract 23, Ector County, Texas",36.3,48125,3550,18.08,21.8,86.11,3.15,"177","607",1045060.90288
"481350309","48135001600","48135","Ector TX","0016.00","Vtng Dist 0309","2351","1 ","48","Census Tract 16, Ector County, Texas",29.4,51602,5704,15.74,46.44,73.77,6.15,"181","655",1102025.18623
"481350405","48135002000","48135","Ector TX","0020.00","Vtng Dist 0405","2581","1 ","48","Census Tract 20, Ector County, Texas",29.3,34545,3429,31.26,77.84,67.07,12.8,"234","119",1317532.42172
"481350407","48135002802","48135","Ector TX","0028.02","Vtng Dist 0407","1643","1 ","48","Census Tract 28.02, Ector County, Texas",26.7,41006,8614,16.96,57.58,89.23,0.55,"86","263",8555537.14573
"481390115","48139060300","48139","Ellis TX","0603.00","Vtng Dist 0115","327","1 ","48","Census Tract 603, Ellis County, Texas",32.1,50118,4432,16.54,28.5,80.44,8.53,"34","38",137318.590412
"481390130","48139061000","48139","Ellis TX","0610.00","Vtng Dist 0130","1337","1 ","48","Census Tract 610, Ellis County, Texas",38.9,51199,4022,16.09,10.59,71.08,17.83,"213","283",196155821.983
"481390131","48139061000","48139","Ellis TX","0610.00","Vtng Dist 0131","2751","1 ","48","Census Tract 610, Ellis County, Texas",38.9,51199,4022,16.09,10.59,71.08,17.83,"336","672",157903345.098
"481390141","48139061600","48139","Ellis TX","0616.00","Vtng Dist 0141","620","1 ","48","Census Tract 616, Ellis County, Texas",31.1,28702,6300,30.71,36.84,54.43,30.13,"66","31",1091620.72492
"481410073","48141002500","48141","El Paso TX","0025.00","Vtng Dist 0073","2274","1 ","48","Census Tract 25, El Paso County, Texas",42.6,34234,6176,26.35,92.57,84.18,0.19,"531","302",1187004.48823
"481410076","48141003300","48141","El Paso TX","0033.00","Vtng Dist 0076","2150","1 ","48","Census Tract 33, El Paso County, Texas",43.7,31549,6432,24.52,94.22,88.67,0.79,"504","163",800750.007252
"481410079","48141003200","48141","El Paso TX","0032.00","Vtng Dist 0079","902","1 ","48","Census Tract 32, El Paso County, Texas",35.8,22309,2639,32.52,98.22,83.06,0,"156","31",1140937.07745
"481410094","48141004303","48141","El Paso TX","0043.03","Vtng Dist 0094","4470","1 ","48","Census Tract 43.03, El Paso County, Texas",37.5,43405,6187,13.12,73.07,77.49,1.47,"1000","764",1809840.57161
"481410096","48141004318","48141","El Paso TX","0043.18","Vtng Dist 0096","2605","1 ","48","Census Tract 43.18, El Paso County, Texas",41.4,54924,4239,11.04,79.5,78.3,2.64,"741","579",1658667.22805
"481410125","48141003702","48141","El Paso TX","0037.02","Vtng Dist 0125","4207","1 ","48","Census Tract 37.02, El Paso County, Texas",38,18789,4418,44.27,96.29,76.84,0,"718","158",1713063.54324
"481410128","48141004106","48141","El Paso TX","0041.06","Vtng Dist 0128","3509","1 ","48","Census Tract 41.06, El Paso County, Texas",33.8,23837,5662,39.59,93.48,84.35,0.42,"685","235",1694738.07935
"481410132","48141003801","48141","El Paso TX","0038.01","Vtng Dist 0132","4403","1 ","48","Census Tract 38.01, El Paso County, Texas",42.9,26561,5412,23.69,96.23,80.78,0,"1005","210",2208314.36003
"481410134","48141004103","48141","El Paso TX","0041.03","Vtng Dist 0134","5524","1 ","48","Census Tract 41.03, El Paso County, Texas",29.9,28052,6921,29.35,95.68,84.55,0.55,"766","205",4983987.71325
"481410135","48141004104","48141","El Paso TX","0041.04","Vtng Dist 0135","2221","1 ","48","Census Tract 41.04, El Paso County, Texas",35.5,27279,6080,31.37,96.25,81.41,1.84,"506","121",1316161.93369
"481410138","48141004104","48141","El Paso TX","0041.04","Vtng Dist 0138","4377","1 ","48","Census Tract 41.04, El Paso County, Texas",35.5,27279,6080,31.37,96.25,81.41,1.84,"911","248",2725583.8181
"481410139","48141003901","48141","El Paso TX","0039.01","Vtng Dist 0139","3950","1 ","48","Census Tract 39.01, El Paso County, Texas",33.3,22355,4019,29.53,97.96,78.97,0,"686","152",2078665.43044
"481410150","48141010347","48141","El Paso TX","0103.47","Vtng Dist 0150","2755","1 ","48","Census Tract 103.47, El Paso County, Texas",47.3,27169,2967,38.32,92.62,65.52,0,"377","96",12300291.5489
"481410152","48141010408","48141","El Paso TX","0104.08","Vtng Dist 0152","3373","0.7 ","48","Census Tract 104.08, El Paso County, Texas",26.2,23864,3501,33.7,99.23,74.01,0,"752","181",6960645.91216
"481410153","48141010401","48141","El Paso TX","0104.01","Vtng Dist 0153","5771","0.918 ","48","Census Tract 104.01, El Paso County, Texas",27,31777,6072,18.44,97.69,65.73,0.12,"1066","222",7440224.7687
